typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productID,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Medium Drone Control Range Augmentor I Blueprint,32028,Rig Blueprint,60,750000,1,3000,1,Medium Drone Control Range Augmentor I,32027,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Control Range Augmentor II Blueprint,32032,Rig Blueprint,1,750000,1,30000,1,Medium Drone Control Range Augmentor II,32031,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Durability Enhancer I Blueprint,32036,Rig Blueprint,60,750000,1,3000,1,Medium Drone Durability Enhancer I,32035,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Durability Enhancer II Blueprint,32040,Rig Blueprint,1,750000,1,30000,1,Medium Drone Durability Enhancer II,32039,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Mining Augmentor I Blueprint,32044,Rig Blueprint,60,750000,1,3000,1,Medium Drone Mining Augmentor I,32043,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Mining Augmentor II Blueprint,32048,Rig Blueprint,1,750000,1,30000,1,Medium Drone Mining Augmentor II,32047,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Repair Augmentor I Blueprint,32052,Rig Blueprint,60,750000,1,3000,1,Medium Drone Repair Augmentor I,32051,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Repair Augmentor II Blueprint,32056,Rig Blueprint,1,750000,1,30000,1,Medium Drone Repair Augmentor II,32055,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Speed Augmentor I Blueprint,32060,Rig Blueprint,60,750000,1,3000,1,Medium Drone Speed Augmentor I,32059,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Speed Augmentor II Blueprint,32064,Rig Blueprint,1,750000,1,30000,1,Medium Drone Speed Augmentor II,32063,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Scope Chip I Blueprint,32072,Rig Blueprint,60,750000,1,3000,1,Medium Drone Scope Chip I,32071,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Drone Scope Chip II Blueprint,32076,Rig Blueprint,1,750000,1,30000,1,Medium Drone Scope Chip II,32075,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Sentry Damage Augmentor I Blueprint,32084,Rig Blueprint,60,750000,1,3000,1,Medium Sentry Damage Augmentor I,32083,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Sentry Damage Augmentor II Blueprint,32088,Rig Blueprint,1,750000,1,30000,1,Medium Sentry Damage Augmentor II,32087,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Stasis Drone Augmentor I Blueprint,32092,Rig Blueprint,60,750000,1,3000,1,Medium Stasis Drone Augmentor I,32091,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Medium Stasis Drone Augmentor II Blueprint,32096,Rig Blueprint,1,750000,1,30000,1,Medium Stasis Drone Augmentor II,32095,Ship and Module Modifications,Rigs,Drone Rigs,Medium Drone Rigs,
Small Drone Control Range Augmentor I Blueprint,32026,Rig Blueprint,100,125000,1,1500,1,Small Drone Control Range Augmentor I,32025,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Control Range Augmentor II Blueprint,32030,Rig Blueprint,1,125000,1,15000,1,Small Drone Control Range Augmentor II,32029,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Durability Enhancer I Blueprint,32034,Rig Blueprint,100,125000,1,1500,1,Small Drone Durability Enhancer I,32033,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Durability Enhancer II Blueprint,32038,Rig Blueprint,1,125000,1,15000,1,Small Drone Durability Enhancer II,32037,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Mining Augmentor I Blueprint,32042,Rig Blueprint,100,125000,1,1500,1,Small Drone Mining Augmentor I,32041,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Mining Augmentor II Blueprint,32046,Rig Blueprint,1,125000,1,15000,1,Small Drone Mining Augmentor II,32045,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Repair Augmentor I Blueprint,32050,Rig Blueprint,100,125000,1,1500,1,Small Drone Repair Augmentor I,32049,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Repair Augmentor II Blueprint,32054,Rig Blueprint,1,125000,1,15000,1,Small Drone Repair Augmentor II,32053,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Speed Augmentor I Blueprint,32058,Rig Blueprint,100,125000,1,1500,1,Small Drone Speed Augmentor I,32057,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Speed Augmentor II Blueprint,32062,Rig Blueprint,1,125000,1,15000,1,Small Drone Speed Augmentor II,32061,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Scope Chip I Blueprint,32070,Rig Blueprint,100,125000,1,1500,1,Small Drone Scope Chip I,32069,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Drone Scope Chip II Blueprint,32074,Rig Blueprint,1,125000,1,15000,1,Small Drone Scope Chip II,32073,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Sentry Damage Augmentor I Blueprint,32082,Rig Blueprint,100,125000,1,1500,1,Small Sentry Damage Augmentor I,32081,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Sentry Damage Augmentor II Blueprint,32086,Rig Blueprint,1,125000,1,15000,1,Small Sentry Damage Augmentor II,32085,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Stasis Drone Augmentor I Blueprint,32090,Rig Blueprint,100,125000,1,1500,1,Small Stasis Drone Augmentor I,32089,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Small Stasis Drone Augmentor II Blueprint,32094,Rig Blueprint,1,125000,1,15000,1,Small Stasis Drone Augmentor II,32093,Ship and Module Modifications,Rigs,Drone Rigs,Small Drone Rigs,
Capital Signal Disruption Amplifier I Blueprint,31255,Rig Blueprint,30,50000000,1,6000,1,Capital Signal Disruption Amplifier I,31254,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Signal Disruption Amplifier II Blueprint,31261,Rig Blueprint,1,50000000,1,60000,1,Capital Signal Disruption Amplifier II,31260,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Inverted Signal Field Projector I Blueprint,31267,Rig Blueprint,30,50000000,1,6000,1,Capital Inverted Signal Field Projector I,31266,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Inverted Signal Field Projector II Blueprint,31273,Rig Blueprint,1,50000000,1,60000,1,Capital Inverted Signal Field Projector II,31272,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Augmentor I Blueprint,31291,Rig Blueprint,30,50000000,1,6000,1,Capital Particle Dispersion Augmentor I,31290,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Augmentor II Blueprint,31297,Rig Blueprint,1,50000000,1,60000,1,Capital Particle Dispersion Augmentor II,31296,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Projector I Blueprint,31303,Rig Blueprint,30,50000000,1,6000,1,Capital Particle Dispersion Projector I,31302,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Particle Dispersion Projector II Blueprint,31309,Rig Blueprint,1,50000000,1,60000,1,Capital Particle Dispersion Projector II,31308,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Targeting Systems Stabilizer I Blueprint,31339,Rig Blueprint,30,50000000,1,6000,1,Capital Targeting Systems Stabilizer I,31338,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Targeting Systems Stabilizer II Blueprint,31345,Rig Blueprint,1,50000000,1,60000,1,Capital Targeting Systems Stabilizer II,31344,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Tracking Diagnostic Subroutines I Blueprint,31351,Rig Blueprint,30,50000000,1,6000,1,Capital Tracking Diagnostic Subroutines I,31350,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Capital Tracking Diagnostic Subroutines II Blueprint,31357,Rig Blueprint,1,50000000,1,60000,1,Capital Tracking Diagnostic Subroutines II,31356,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Capital Electronics Superiority Rigs,
Large Targeting Systems Stabilizer I Blueprint,26097,Rig Blueprint,40,1250000,1,4500,1,Large Targeting Systems Stabilizer I,26096,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Augmentor I Blueprint,26107,Rig Blueprint,40,1250000,1,4500,1,Large Particle Dispersion Augmentor I,26106,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Projector I Blueprint,26109,Rig Blueprint,40,1250000,1,4500,1,Large Particle Dispersion Projector I,26108,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Inverted Signal Field Projector I Blueprint,26111,Rig Blueprint,40,1250000,1,4500,1,Large Inverted Signal Field Projector I,26110,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Tracking Diagnostic Subroutines I Blueprint,26113,Rig Blueprint,40,1250000,1,4500,1,Large Tracking Diagnostic Subroutines I,26112,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Signal Disruption Amplifier II Blueprint,26345,Rig Blueprint,1,1250000,1,45000,1,Large Signal Disruption Amplifier II,26344,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Augmentor II Blueprint,26353,Rig Blueprint,1,1250000,1,45000,1,Large Particle Dispersion Augmentor II,26352,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Inverted Signal Field Projector II Blueprint,26355,Rig Blueprint,1,1250000,1,45000,1,Large Inverted Signal Field Projector II,26354,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Tracking Diagnostic Subroutines II Blueprint,26357,Rig Blueprint,1,1250000,1,45000,1,Large Tracking Diagnostic Subroutines II,26356,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Particle Dispersion Projector II Blueprint,26361,Rig Blueprint,1,1250000,1,45000,1,Large Particle Dispersion Projector II,26360,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Targeting Systems Stabilizer II Blueprint,26367,Rig Blueprint,1,1250000,1,45000,1,Large Targeting Systems Stabilizer II,26366,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Large Signal Disruption Amplifier I Blueprint,25929,Rig Blueprint,40,1250000,1,4500,1,Large Signal Disruption Amplifier I,25928,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Large Electronics Superiority Rigs,
Medium Signal Disruption Amplifier I Blueprint,31253,Rig Blueprint,60,750000,1,3000,1,Medium Signal Disruption Amplifier I,31252,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Signal Disruption Amplifier II Blueprint,31259,Rig Blueprint,1,750000,1,30000,1,Medium Signal Disruption Amplifier II,31258,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Inverted Signal Field Projector I Blueprint,31265,Rig Blueprint,60,750000,1,3000,1,Medium Inverted Signal Field Projector I,31264,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Inverted Signal Field Projector II Blueprint,31271,Rig Blueprint,1,750000,1,30000,1,Medium Inverted Signal Field Projector II,31270,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Augmentor I Blueprint,31289,Rig Blueprint,60,750000,1,3000,1,Medium Particle Dispersion Augmentor I,31288,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Augmentor II Blueprint,31295,Rig Blueprint,1,750000,1,30000,1,Medium Particle Dispersion Augmentor II,31294,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Projector I Blueprint,31301,Rig Blueprint,60,750000,1,3000,1,Medium Particle Dispersion Projector I,31300,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Particle Dispersion Projector II Blueprint,31307,Rig Blueprint,1,750000,1,30000,1,Medium Particle Dispersion Projector II,31306,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Targeting Systems Stabilizer I Blueprint,31337,Rig Blueprint,60,750000,1,3000,1,Medium Targeting Systems Stabilizer I,31336,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Targeting Systems Stabilizer II Blueprint,31343,Rig Blueprint,1,750000,1,30000,1,Medium Targeting Systems Stabilizer II,31342,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Tracking Diagnostic Subroutines I Blueprint,31349,Rig Blueprint,60,750000,1,3000,1,Medium Tracking Diagnostic Subroutines I,31348,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Medium Tracking Diagnostic Subroutines II Blueprint,31355,Rig Blueprint,1,750000,1,30000,1,Medium Tracking Diagnostic Subroutines II,31354,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Medium Electronics Superiority Rigs,
Small Signal Disruption Amplifier I Blueprint,31251,Rig Blueprint,100,125000,1,1500,1,Small Signal Disruption Amplifier I,31250,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Signal Disruption Amplifier II Blueprint,31257,Rig Blueprint,1,125000,1,15000,1,Small Signal Disruption Amplifier II,31256,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Inverted Signal Field Projector I Blueprint,31263,Rig Blueprint,100,125000,1,1500,1,Small Inverted Signal Field Projector I,31262,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Inverted Signal Field Projector II Blueprint,31269,Rig Blueprint,1,125000,1,15000,1,Small Inverted Signal Field Projector II,31268,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Particle Dispersion Augmentor I Blueprint,31287,Rig Blueprint,100,125000,1,1500,1,Small Particle Dispersion Augmentor I,31286,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Particle Dispersion Augmentor II Blueprint,31293,Rig Blueprint,1,125000,1,15000,1,Small Particle Dispersion Augmentor II,31292,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Particle Dispersion Projector I Blueprint,31299,Rig Blueprint,100,125000,1,1500,1,Small Particle Dispersion Projector I,31298,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Particle Dispersion Projector II Blueprint,31305,Rig Blueprint,1,125000,1,15000,1,Small Particle Dispersion Projector II,31304,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Targeting Systems Stabilizer I Blueprint,31335,Rig Blueprint,100,125000,1,1500,1,Small Targeting Systems Stabilizer I,31334,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Targeting Systems Stabilizer II Blueprint,31341,Rig Blueprint,1,125000,1,15000,1,Small Targeting Systems Stabilizer II,31340,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Tracking Diagnostic Subroutines I Blueprint,31347,Rig Blueprint,100,125000,1,1500,1,Small Tracking Diagnostic Subroutines I,31346,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Small Tracking Diagnostic Subroutines II Blueprint,31353,Rig Blueprint,1,125000,1,15000,1,Small Tracking Diagnostic Subroutines II,31352,Ship and Module Modifications,Rigs,Electronics Superiority Rigs,Small Electronics Superiority Rigs,
Capital Algid Energy Administrations Unit I Blueprint,31423,Rig Blueprint,30,50000000,1,6000,1,Capital Algid Energy Administrations Unit I,31422,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Algid Energy Administrations Unit II Blueprint,31429,Rig Blueprint,1,50000000,1,60000,1,Capital Algid Energy Administrations Unit II,31428,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Ambit Extension I Blueprint,31435,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Ambit Extension I,31434,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Ambit Extension II Blueprint,31441,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Ambit Extension II,31440,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Burst Aerator I Blueprint,31447,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Burst Aerator I,31446,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Burst Aerator II Blueprint,31453,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Burst Aerator II,31452,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Collision Accelerator I Blueprint,31459,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Collision Accelerator I,31458,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Collision Accelerator II Blueprint,31465,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Collision Accelerator II,31464,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Discharge Elutriation I Blueprint,31471,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Discharge Elutriation I,31470,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Discharge Elutriation II Blueprint,31477,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Discharge Elutriation II,31476,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Locus Coordinator I Blueprint,31483,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Locus Coordinator I,31482,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Locus Coordinator II Blueprint,31489,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Locus Coordinator II,31488,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Metastasis Adjuster I Blueprint,31495,Rig Blueprint,30,50000000,1,6000,1,Capital Energy Metastasis Adjuster I,31494,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Capital Energy Metastasis Adjuster II Blueprint,31501,Rig Blueprint,1,50000000,1,60000,1,Capital Energy Metastasis Adjuster II,31500,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Capital Energy Weapon Rigs,
Large Energy Discharge Elutriation I Blueprint,25969,Rig Blueprint,40,1250000,1,4500,1,Large Energy Discharge Elutriation I,25968,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Ambit Extension I Blueprint,25971,Rig Blueprint,40,1250000,1,4500,1,Large Energy Ambit Extension I,25970,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Locus Coordinator I Blueprint,25973,Rig Blueprint,40,1250000,1,4500,1,Large Energy Locus Coordinator I,25972,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Metastasis Adjuster I Blueprint,25975,Rig Blueprint,40,1250000,1,4500,1,Large Energy Metastasis Adjuster I,25974,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Algid Energy Administrations Unit I Blueprint,25977,Rig Blueprint,40,1250000,1,4500,1,Large Algid Energy Administrations Unit I,25976,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Burst Aerator I Blueprint,25979,Rig Blueprint,40,1250000,1,4500,1,Large Energy Burst Aerator I,25978,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Collision Accelerator I Blueprint,25981,Rig Blueprint,40,1250000,1,4500,1,Large Energy Collision Accelerator I,25980,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Discharge Elutriation II Blueprint,26379,Rig Blueprint,1,1250000,1,45000,1,Large Energy Discharge Elutriation II,26378,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Burst Aerator II Blueprint,26381,Rig Blueprint,1,1250000,1,45000,1,Large Energy Burst Aerator II,26380,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Collision Accelerator II Blueprint,26383,Rig Blueprint,1,1250000,1,45000,1,Large Energy Collision Accelerator II,26382,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Algid Energy Administrations Unit II Blueprint,26385,Rig Blueprint,1,1250000,1,45000,1,Large Algid Energy Administrations Unit II,26384,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Ambit Extension II Blueprint,26387,Rig Blueprint,1,1250000,1,45000,1,Large Energy Ambit Extension II,26386,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Locus Coordinator II Blueprint,26389,Rig Blueprint,1,1250000,1,45000,1,Large Energy Locus Coordinator II,26388,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Large Energy Metastasis Adjuster II Blueprint,26391,Rig Blueprint,1,1250000,1,45000,1,Large Energy Metastasis Adjuster II,26390,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Large Energy Weapon Rigs,
Medium Algid Energy Administrations Unit I Blueprint,31421,Rig Blueprint,60,750000,1,3000,1,Medium Algid Energy Administrations Unit I,31420,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Algid Energy Administrations Unit II Blueprint,31427,Rig Blueprint,1,750000,1,30000,1,Medium Algid Energy Administrations Unit II,31426,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Ambit Extension I Blueprint,31433,Rig Blueprint,60,750000,1,3000,1,Medium Energy Ambit Extension I,31432,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Ambit Extension II Blueprint,31439,Rig Blueprint,1,750000,1,30000,1,Medium Energy Ambit Extension II,31438,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Burst Aerator I Blueprint,31445,Rig Blueprint,60,750000,1,3000,1,Medium Energy Burst Aerator I,31444,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Burst Aerator II Blueprint,31451,Rig Blueprint,1,750000,1,30000,1,Medium Energy Burst Aerator II,31450,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Collision Accelerator I Blueprint,31457,Rig Blueprint,60,750000,1,3000,1,Medium Energy Collision Accelerator I,31456,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Collision Accelerator II Blueprint,31463,Rig Blueprint,1,750000,1,30000,1,Medium Energy Collision Accelerator II,31462,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Discharge Elutriation I Blueprint,31469,Rig Blueprint,60,750000,1,3000,1,Medium Energy Discharge Elutriation I,31468,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Discharge Elutriation II Blueprint,31475,Rig Blueprint,1,750000,1,30000,1,Medium Energy Discharge Elutriation II,31474,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Locus Coordinator I Blueprint,31481,Rig Blueprint,60,750000,1,3000,1,Medium Energy Locus Coordinator I,31480,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Locus Coordinator II Blueprint,31487,Rig Blueprint,1,750000,1,30000,1,Medium Energy Locus Coordinator II,31486,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Metastasis Adjuster I Blueprint,31493,Rig Blueprint,60,750000,1,3000,1,Medium Energy Metastasis Adjuster I,31492,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Medium Energy Metastasis Adjuster II Blueprint,31499,Rig Blueprint,1,750000,1,30000,1,Medium Energy Metastasis Adjuster II,31498,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Medium Energy Weapon Rigs,
Small Algid Energy Administrations Unit I Blueprint,31419,Rig Blueprint,100,125000,1,1500,1,Small Algid Energy Administrations Unit I,31418,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Algid Energy Administrations Unit II Blueprint,31425,Rig Blueprint,1,125000,1,15000,1,Small Algid Energy Administrations Unit II,31424,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Ambit Extension I Blueprint,31431,Rig Blueprint,100,125000,1,1500,1,Small Energy Ambit Extension I,31430,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Ambit Extension II Blueprint,31437,Rig Blueprint,1,125000,1,15000,1,Small Energy Ambit Extension II,31436,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Burst Aerator I Blueprint,31443,Rig Blueprint,100,125000,1,1500,1,Small Energy Burst Aerator I,31442,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Burst Aerator II Blueprint,31449,Rig Blueprint,1,125000,1,15000,1,Small Energy Burst Aerator II,31448,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
Small Energy Collision Accelerator I Blueprint,31455,Rig Blueprint,100,125000,1,1500,1,Small Energy Collision Accelerator I,31454,Ship and Module Modifications,Rigs,Energy Weapon Rigs,Small Energy Weapon Rigs,
