typeName,typeID,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
"Capital Sustained Shield Emitter Blueprint",29102,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Sustained Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Caldari
"Capital Titanium Diborite Armor Plate Blueprint",29108,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Titanium Diborite Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Caldari
"Capital Crystalline Carbonide Armor Plate Blueprint",29042,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Crystalline Carbonide Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Fusion Reactor Unit Blueprint",29052,"Advanced Capital Construction Component Blueprints",400,15000000.0000,1,1500,1,"Capital Fusion Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Ion Thruster Blueprint",29062,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Ion Thruster",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Magnetometric Sensor Cluster Blueprint",29070,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Magnetometric Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Oscillator Capacitor Unit Blueprint",29082,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Oscillator Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Particle Accelerator Unit Blueprint",29084,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Particle Accelerator Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Photon Microprocessor Blueprint",29086,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Photon Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Plasma Pulse Generator Blueprint",29088,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Plasma Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Capital Pulse Shield Emitter Blueprint",29092,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Pulse Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Magnetometric-FTL Interlink Communicator Blueprint",57513,"Advanced Capital Construction Component Blueprints",40,1500000000.0000,1,16000,1,"Magnetometric-FTL Interlink Communicator",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Gallente
"Ladar-FTL Interlink Communicator Blueprint",57514,"Advanced Capital Construction Component Blueprints",40,1500000000.0000,1,16000,1,"Ladar-FTL Interlink Communicator",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Deflection Shield Emitter Blueprint",29044,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Deflection Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Electrolytic Capacitor Unit Blueprint",29046,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Electrolytic Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Fernite Carbide Composite Armor Plate Blueprint",29050,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Fernite Carbide Composite Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Ladar Sensor Cluster Blueprint",29066,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Ladar Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Nanomechanical Microprocessor Blueprint",29076,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Nanomechanical Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Nuclear Pulse Generator Blueprint",29078,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Nuclear Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Nuclear Reactor Unit Blueprint",29080,"Advanced Capital Construction Component Blueprints",400,15000000.0000,1,1500,1,"Capital Nuclear Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Plasma Thruster Blueprint",29090,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Plasma Thruster",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Thermonuclear Trigger Unit Blueprint",29106,"Advanced Capital Construction Component Blueprints",800,15000000.0000,1,750,1,"Capital Thermonuclear Trigger Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Minmatar
"Capital Ultratidal Entropic Mounting Blueprint",53032,"Capital Construction Blueprints",10,1393368000.0000,1,16000,1,"Capital Ultratidal Entropic Mounting",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Triglavian
"Capital Radiation Conversion Unit Blueprint",53033,"Capital Construction Blueprints",10,1393368000.0000,1,16000,1,"Capital Radiation Conversion Unit",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Triglavian
"Capital Absorption Thruster Array Blueprint",53034,"Capital Construction Blueprints",10,1393368000.0000,1,16000,1,"Capital Absorption Thruster Array",NULL,"Manufacture & Research",Components,"Advanced Capital Components",Triglavian
"U-C Trigger Neurolink Conduit Blueprint",57507,"Construction Component Blueprints",200,40000000.0000,1,10800,1,"U-C Trigger Neurolink Conduit",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Nanoelectrical Microprocessor Blueprint",17330,"Construction Component Blueprints",8000,5000000.0000,1,75,1,"Nanoelectrical Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Tesseract Capacitor Unit Blueprint",17334,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Tesseract Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"EM Pulse Generator Blueprint",17335,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"EM Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Radar Sensor Cluster Blueprint",17336,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Radar Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Antimatter Reactor Unit Blueprint",17338,"Construction Component Blueprints",2000,5000000.0000,1,300,1,"Antimatter Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Laser Focusing Crystals Blueprint",17348,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Laser Focusing Crystals",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Fusion Thruster Blueprint",17349,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Fusion Thruster",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Tungsten Carbide Armor Plate Blueprint",17350,"Construction Component Blueprints",20000,5000000.0000,1,25,1,"Tungsten Carbide Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Linear Shield Emitter Blueprint",17359,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Linear Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Components",Amarr
"Scalar Capacitor Unit Blueprint",17327,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Scalar Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Titanium Diborite Armor Plate Blueprint",17328,"Construction Component Blueprints",20000,5000000.0000,1,25,1,"Titanium Diborite Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Graviton Pulse Generator Blueprint",17332,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Graviton Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Gravimetric Sensor Cluster Blueprint",17340,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Gravimetric Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Quantum Microprocessor Blueprint",17351,"Construction Component Blueprints",8000,5000000.0000,1,75,1,"Quantum Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Sustained Shield Emitter Blueprint",17352,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Sustained Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Graviton Reactor Unit Blueprint",17353,"Construction Component Blueprints",2000,5000000.0000,1,300,1,"Graviton Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Superconductor Rails Blueprint",17354,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Superconductor Rails",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"Magpulse Thruster Blueprint",17356,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Magpulse Thruster",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"R-O Trigger Neurolink Conduit Blueprint",57508,"Construction Component Blueprints",200,40000000.0000,1,10800,1,"R-O Trigger Neurolink Conduit",NULL,"Manufacture & Research",Components,"Advanced Components",Caldari
"S-R Trigger Neurolink Conduit Blueprint",57509,"Construction Component Blueprints",200,40000000.0000,1,10800,1,"S-R Trigger Neurolink Conduit",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Crystalline Carbonide Armor Plate Blueprint",17323,"Construction Component Blueprints",20000,5000000.0000,1,25,1,"Crystalline Carbonide Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Ion Thruster Blueprint",17329,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Ion Thruster",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Fusion Reactor Unit Blueprint",17331,"Construction Component Blueprints",2000,5000000.0000,1,300,1,"Fusion Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Oscillator Capacitor Unit Blueprint",17337,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Oscillator Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Plasma Pulse Generator Blueprint",17339,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Plasma Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Pulse Shield Emitter Blueprint",17341,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Pulse Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Particle Accelerator Unit Blueprint",17344,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Particle Accelerator Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Magnetometric Sensor Cluster Blueprint",17345,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Magnetometric Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Photon Microprocessor Blueprint",17357,"Construction Component Blueprints",8000,5000000.0000,1,75,1,"Photon Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Components",Gallente
"Thermonuclear Trigger Unit Blueprint",17322,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Thermonuclear Trigger Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Plasma Thruster Blueprint",17324,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Plasma Thruster",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Nanomechanical Microprocessor Blueprint",17325,"Construction Component Blueprints",8000,5000000.0000,1,75,1,"Nanomechanical Microprocessor",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Nuclear Pulse Generator Blueprint",17326,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Nuclear Pulse Generator",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Ladar Sensor Cluster Blueprint",17333,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Ladar Sensor Cluster",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Nuclear Reactor Unit Blueprint",17342,"Construction Component Blueprints",2000,5000000.0000,1,300,1,"Nuclear Reactor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Deflection Shield Emitter Blueprint",17346,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Deflection Shield Emitter",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Electrolytic Capacitor Unit Blueprint",17347,"Construction Component Blueprints",4000,5000000.0000,1,150,1,"Electrolytic Capacitor Unit",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Fernite Carbide Composite Armor Plate Blueprint",17355,"Construction Component Blueprints",20000,5000000.0000,1,25,1,"Fernite Carbide Composite Armor Plate",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"G-O Trigger Neurolink Conduit Blueprint",57510,"Construction Component Blueprints",200,40000000.0000,1,10800,1,"G-O Trigger Neurolink Conduit",NULL,"Manufacture & Research",Components,"Advanced Components",Minmatar
"Capital Transverse Bulkhead I Blueprint",33903,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Transverse Bulkhead I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Transverse Bulkhead II Blueprint",33905,"Rig Blueprint",1,125000.0000,1,60000,1,"Capital Transverse Bulkhead II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Auxiliary Nano Pump I Blueprint",27065,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Auxiliary Nano Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Nanobot Accelerator II Blueprint",27067,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Nanobot Accelerator II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Trimark Armor Pump I Blueprint",30994,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Trimark Armor Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital EM Armor Reinforcer I Blueprint",31002,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital EM Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital EM Armor Reinforcer II Blueprint",31008,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital EM Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Explosive Armor Reinforcer I Blueprint",31014,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Explosive Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Explosive Armor Reinforcer II Blueprint",31020,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Explosive Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Kinetic Armor Reinforcer I Blueprint",31026,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Kinetic Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Kinetic Armor Reinforcer II Blueprint",31032,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Kinetic Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Thermal Armor Reinforcer I Blueprint",31038,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Thermal Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Thermal Armor Reinforcer II Blueprint",31044,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Thermal Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Auxiliary Nano Pump II Blueprint",31050,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Auxiliary Nano Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Trimark Armor Pump II Blueprint",31062,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Trimark Armor Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Nanobot Accelerator I Blueprint",31068,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Nanobot Accelerator I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Remote Repair Augmentor I Blueprint",31076,"Rig Blueprint",30,50000000.0000,1,6000,1,"Capital Remote Repair Augmentor I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Capital Remote Repair Augmentor II Blueprint",31082,"Rig Blueprint",1,50000000.0000,1,60000,1,"Capital Remote Repair Augmentor II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Capital Armor Rigs"
"Large EM Armor Reinforcer II Blueprint",26287,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large EM Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Explosive Armor Reinforcer II Blueprint",26289,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Explosive Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Kinetic Armor Reinforcer II Blueprint",26291,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Kinetic Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Thermal Armor Reinforcer II Blueprint",26293,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Thermal Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Auxiliary Nano Pump II Blueprint",26295,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Auxiliary Nano Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Nanobot Accelerator II Blueprint",26297,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Nanobot Accelerator II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Remote Repair Augmentor II Blueprint",26299,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Remote Repair Augmentor II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Trimark Armor Pump II Blueprint",26303,"Rig Blueprint",1,1250000.0000,1,45000,1,"Large Trimark Armor Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Transverse Bulkhead I Blueprint",33899,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Transverse Bulkhead I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Transverse Bulkhead II Blueprint",33901,"Rig Blueprint",1,125000.0000,1,45000,1,"Large Transverse Bulkhead II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large EM Armor Reinforcer I Blueprint",25737,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large EM Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Explosive Armor Reinforcer I Blueprint",25889,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Explosive Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Kinetic Armor Reinforcer I Blueprint",25891,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Kinetic Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Thermal Armor Reinforcer I Blueprint",25893,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Thermal Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Trimark Armor Pump I Blueprint",25895,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Trimark Armor Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Auxiliary Nano Pump I Blueprint",25897,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Auxiliary Nano Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Nanobot Accelerator I Blueprint",25899,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Nanobot Accelerator I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Large Remote Repair Augmentor I Blueprint",25901,"Rig Blueprint",40,1250000.0000,1,4500,1,"Large Remote Repair Augmentor I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Large Armor Rigs"
"Medium Transverse Bulkhead I Blueprint",33895,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Transverse Bulkhead I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Transverse Bulkhead II Blueprint",33897,"Rig Blueprint",1,125000.0000,1,30000,1,"Medium Transverse Bulkhead II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium EM Armor Reinforcer I Blueprint",31000,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium EM Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium EM Armor Reinforcer II Blueprint",31006,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium EM Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Explosive Armor Reinforcer I Blueprint",31012,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Explosive Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Explosive Armor Reinforcer II Blueprint",31018,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Explosive Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Kinetic Armor Reinforcer I Blueprint",31024,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Kinetic Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Kinetic Armor Reinforcer II Blueprint",31030,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Kinetic Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Thermal Armor Reinforcer I Blueprint",31036,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Thermal Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Thermal Armor Reinforcer II Blueprint",31042,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Thermal Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Auxiliary Nano Pump I Blueprint",31048,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Auxiliary Nano Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Auxiliary Nano Pump II Blueprint",31054,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Auxiliary Nano Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Trimark Armor Pump I Blueprint",31056,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Trimark Armor Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Trimark Armor Pump II Blueprint",31060,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Trimark Armor Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Nanobot Accelerator I Blueprint",31066,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Nanobot Accelerator I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Nanobot Accelerator II Blueprint",31072,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Nanobot Accelerator II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Remote Repair Augmentor I Blueprint",31074,"Rig Blueprint",60,750000.0000,1,3000,1,"Medium Remote Repair Augmentor I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Medium Remote Repair Augmentor II Blueprint",31080,"Rig Blueprint",1,750000.0000,1,30000,1,"Medium Remote Repair Augmentor II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Medium Armor Rigs"
"Small Trimark Armor Pump I Blueprint",30988,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Trimark Armor Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small EM Armor Reinforcer I Blueprint",30998,"Rig Blueprint",100,125000.0000,1,1500,1,"Small EM Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small EM Armor Reinforcer II Blueprint",31004,"Rig Blueprint",1,125000.0000,1,15000,1,"Small EM Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Explosive Armor Reinforcer I Blueprint",31010,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Explosive Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Explosive Armor Reinforcer II Blueprint",31016,"Rig Blueprint",1,125000.0000,1,15000,1,"Small Explosive Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Kinetic Armor Reinforcer I Blueprint",31022,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Kinetic Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Kinetic Armor Reinforcer II Blueprint",31028,"Rig Blueprint",1,125000.0000,1,15000,1,"Small Kinetic Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Thermal Armor Reinforcer I Blueprint",31034,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Thermal Armor Reinforcer I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Thermal Armor Reinforcer II Blueprint",31040,"Rig Blueprint",1,125000.0000,1,15000,1,"Small Thermal Armor Reinforcer II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Auxiliary Nano Pump I Blueprint",31046,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Auxiliary Nano Pump I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Auxiliary Nano Pump II Blueprint",31052,"Rig Blueprint",1,125000.0000,1,15000,1,"Small Auxiliary Nano Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Trimark Armor Pump II Blueprint",31058,"Rig Blueprint",1,125000.0000,1,15000,1,"Small Trimark Armor Pump II",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
"Small Nanobot Accelerator I Blueprint",31064,"Rig Blueprint",100,125000.0000,1,1500,1,"Small Nanobot Accelerator I",NULL,"Ship and Module Modifications",Rigs,"Armor Rigs","Small Armor Rigs"
