typeID,materialTypeID,materialQuantity
31683,25599,18
31685,25593,578
31685,25601,689
31685,25599,444
31687,25620,1
31687,25618,1
31687,25612,1
31687,11486,1
31689,25620,8
31689,25618,5
31689,25612,6
31689,11486,1
31691,25620,188
31691,25618,120
31691,25612,158
31691,11486,1
31693,25593,2
31693,25601,4
31693,25599,3
31695,25593,13
31695,25601,20
31695,25599,18
31697,25593,333
31697,25601,500
31697,25599,444
31699,25620,1
31699,25618,1
31699,25612,1
31699,11486,1
31701,25620,6
31701,25618,5
31701,25612,3
31701,11486,1
31703,25620,135
31703,25618,120
31703,25612,90
31703,11486,1
31705,25593,2
31705,25601,4
31705,25599,3
31707,25593,13
31707,25601,20
31707,25599,18
31709,25593,333
31709,25601,500
31709,25599,444
31711,25620,1
31711,25618,1
31711,25612,1
31711,11486,1
31713,25620,6
31713,25618,5
31713,25612,3
31713,11486,1
31715,25620,135
31715,25618,120
31715,25612,90
31715,11486,1
31717,25601,3
31717,25589,2
31717,25599,3
31719,25601,17
31719,25589,9
31719,25599,14
31721,25601,417
31721,25589,222
31721,25599,361
31723,25608,1
31723,25620,1
31723,25618,1
31723,11484,1
31725,25608,3
31725,25620,5
31725,25618,5
31725,11484,1
31727,25608,60
31727,25620,113
31727,25618,98
31727,11484,1
31729,25601,3
31729,25589,2
31729,25599,3
31731,25601,17
31731,25589,9
31731,25599,14
31733,25601,417
31733,25589,222
31733,25599,361
31735,25608,1
31735,25620,1
31735,25618,1
31735,11484,1
31737,25608,3
31737,25620,5
31737,25618,5
31737,11484,1
31739,25608,60
31739,25620,113
31739,25618,98
31739,11484,1
31741,25601,3
31741,25589,2
31741,25599,3
31743,25601,17
31743,25589,9
31743,25599,14
31745,25601,417
31745,25589,222
31745,25599,361
31747,25608,1
31747,25620,1
31747,25618,1
31747,11484,1
31749,25608,3
31749,25620,5
31749,25618,5
31749,11484,1
31751,25608,60
31751,25620,113
31751,25618,98
31751,11484,1
31753,25601,3
31753,25589,2
31753,25599,3
31755,25601,17
31755,25589,9
31755,25599,14
31757,25601,417
31757,25589,222
31757,25599,361
31759,25608,1
31759,25620,1
31759,25618,1
31759,11484,1
31761,25608,3
31761,25620,5
31761,25618,5
31761,11484,1
31763,25608,60
31763,25620,113
31763,25618,98
31763,11484,1
31765,25601,2
31765,25589,1
31765,25599,2
31767,25601,13
31767,25589,4
31767,25599,11
31769,25601,333
31769,25589,111
31769,25599,278
31771,25608,1
31771,25620,1
31771,25618,1
31771,11484,1
31773,25608,1
31773,25620,3
31773,25618,3
31773,11484,1
31775,25608,30
31775,25620,90
31775,25618,75
31775,11484,1
31777,25601,3
31777,25589,1
31777,25599,3
31779,25601,14
31779,25589,7
31779,25599,16
31781,25601,361
31781,25589,167
31781,25599,389
31783,25608,1
31783,25620,1
31783,25618,1
31783,11484,1
31785,25608,1
31785,25620,5
31785,25618,5
31785,11484,1
31787,25608,45
31787,25620,98
31787,25618,105
31787,11484,1
31789,25600,4
31789,25606,2
31789,25598,4
31791,25600,22
31791,25606,9
31791,25598,22
31793,25600,556
31793,25606,222
31793,25598,556
31795,25617,1
31795,25619,1
31795,11484,1
31795,25625,1
31797,25617,6
31797,25619,6
31797,11484,1
31797,25625,3
31799,25617,150
31799,25619,150
31799,11484,1
31799,25625,60
31801,25600,4
31801,25606,2
31801,25598,4
31803,25600,22
31803,25606,9
31803,25598,22
31805,25600,556
31805,25606,222
31805,25598,556
31811,25617,1
31811,25619,1
31811,11484,1
31811,25625,1
31813,25617,6
31813,25619,6
31813,11484,1
31813,25625,3
31815,25617,150
31815,25619,150
31815,11484,1
31815,25625,60
31817,25600,4
31817,25606,2
31817,25598,4
31819,25600,22
31819,25606,9
31819,25598,22
31821,25600,556
31821,25606,222
31821,25598,556
31823,25617,1
31823,25619,1
31823,11484,1
31823,25625,1
31825,25617,6
31825,25619,6
31825,11484,1
31825,25625,3
31827,25617,150
31827,25619,150
31827,11484,1
31827,25625,60
32026,25600,3
32026,25596,2
32026,25599,3
32028,25600,17
32028,25596,9
32028,25599,14
32030,11481,1
32030,25619,1
32030,25617,1
32030,25615,1
32032,11481,1
32032,25619,5
32032,25617,5
32032,25615,3
32034,25600,4
32034,25596,3
32034,25598,4
32036,25600,22
32036,25596,18
32036,25598,22
32038,11481,1
32038,25619,1
32038,25617,1
32038,25615,1
32040,11481,1
32040,25619,6
32040,25617,6
32040,25615,5
32042,25600,4
32042,25596,3
32042,25598,4
32044,25600,22
32044,25596,19
32044,25598,22
32046,11481,1
32046,25619,1
32046,25617,1
32046,25615,1
32048,11481,1
32048,25619,6
32048,25617,6
32048,25615,5
32050,25600,3
32050,25596,2
32050,25598,3
32052,25600,17
32052,25596,9
32052,25598,14
32054,11481,1
32054,25619,1
32054,25617,1
32054,25615,1
32056,11481,1
32056,25619,5
32056,25617,5
32056,25615,3
32058,25600,3
32058,25596,3
32058,25599,3
32060,25600,17
32060,25596,18
32060,25599,14
32062,11481,1
32062,25619,1
32062,25617,1
32062,25615,1
32064,11481,1
32064,25619,5
32064,25617,5
32064,25615,5
32070,25600,3
32070,25596,2
32070,25599,3
32072,25600,17
32072,25596,9
32072,25599,14
32074,11481,1
32074,25619,1
32074,25617,1
32074,25615,1
32076,11481,1
32076,25619,5
32076,25617,5
32076,25615,3
32082,25600,4
32082,25596,4
32082,25598,4
32084,25600,23
32084,25596,21
32084,25598,23
32086,11481,1
32086,25619,1
32086,25617,1
32086,25615,1
32088,11481,1
32088,25619,6
32088,25617,6
32088,25615,6
32090,25600,6
32090,25596,4
32090,25598,6
32092,25600,26
32092,25596,23
32092,25598,27
32094,11481,1
32094,25619,1
32094,25617,1
32094,25615,1
32096,11481,1
32096,25619,8
32096,25617,8
32096,25615,6
32306,34,8000000
32306,35,4000000
32306,36,600000
32306,37,400000
32306,38,30000
32306,39,8000
32306,40,4000
32306,57470,50
32306,57478,400
32306,57479,1
32306,57486,200
32308,34,8000000
32308,35,4000000
32308,36,600000
32308,37,400000
32308,38,30000
32308,39,8000
32308,40,4000
32308,57472,50
32308,57478,400
32308,57479,1
32308,57486,200
32310,34,8000000
32310,35,4000000
32310,36,600000
32310,37,400000
32310,38,30000
32310,39,8000
32310,40,4000
32310,57471,50
32310,57478,400
32310,57479,1
32310,57486,200
32312,34,8000000
32312,35,4000000
32312,36,600000
32312,37,400000
32312,38,30000
32312,39,8000
32312,40,4000
32312,57473,50
32312,57478,400
32312,57479,1
32312,57486,200
32326,39,1000
32326,40,1250
32326,38,2200
32326,37,15000
32326,36,50000
32326,35,110000
32326,34,515000
32341,39,1000
32341,40,1250
32341,38,2200
32341,37,15000
32341,36,50000
32341,35,110000
32341,34,515000
32343,39,1000
32343,40,1250
32343,38,2200
32343,37,15000
32343,36,50000
32343,35,110000
32343,34,515000
32345,39,1000
32345,40,1250
32345,38,2200
32345,37,15000
32345,36,50000
32345,35,110000
32345,34,515000
32437,40,44
32437,39,112
32437,34,18756
32439,39,134
32439,35,8333
32439,34,37289
32441,37,22
32441,38,22
32441,39,22
32441,36,289
32441,35,29389
32441,34,39889
32443,40,66
32443,36,278
32443,35,3556
32443,34,39244
32445,40,2214
32445,39,4866
32445,38,13933
32445,37,49357
32445,36,330823
32445,35,833323
32445,34,3207807
32773,35,1327
32773,36,481
32773,37,113
32775,34,1327
32775,35,481
32775,36,113
32781,37,1327
32781,38,481
32781,39,228
32783,34,64
32783,36,7
32789,34,21071
32789,35,9382
32789,36,3127
32789,37,590
32789,38,2
32789,39,4
32789,40,4
32791,11552,556
32791,34,16209
32791,35,6872
32791,36,17901
32791,11558,111
32791,38,3020
32791,39,496
32791,40,28
32791,11399,67
32791,11533,56
32791,11534,194
32791,3828,56
32791,11544,1667
32791,11540,1333
32791,11550,17
32810,34,666
32810,35,502
32810,36,1
32810,37,1
32812,34,45636
32812,35,11911
32812,36,4932
32812,37,709
32812,38,221
32812,39,54
32812,40,16
32818,25592,9
32818,25601,18
32818,25604,13
32818,25598,22
32820,25593,9
32820,25604,13
32820,25598,22
32820,25601,18
32839,34,8889
32839,35,667
32839,36,222
32839,37,111
32854,34,11111
32854,35,889
32854,36,444
32854,37,222
32855,34,15556
32855,35,1111
32855,36,667
32855,37,444
32858,34,556
32858,35,556
32858,36,167
32859,34,222
32859,35,222
32860,34,1111
32860,35,444
32861,34,2222
32861,35,1111
32862,34,16667
32862,35,11111
32863,34,35556
32863,39,72
32864,34,17778
32864,39,36
32865,34,4444
32865,39,36
32866,34,2222
32866,39,18
32867,34,944
32867,39,4
32868,40,44
32868,34,2222
32868,38,22
32869,40,112
32869,34,6667
32869,38,56
32870,40,222
32870,34,13333
32870,38,111
32871,34,16667
32871,35,5556
32871,36,556
32873,34,80000
32873,35,15000
32873,36,5000
32873,37,1000
32875,34,80000
32875,35,15000
32875,36,5000
32875,37,1000
32877,34,80000
32877,35,15000
32877,36,5000
32877,37,1000
32879,34,80000
32879,35,15000
32879,36,5000
32879,37,1000
32881,34,22400
32881,35,4200
32881,36,1750
32881,37,350
32982,40,8
32982,37,12
32982,38,33
32982,34,232
33004,34,33333
33004,35,22222
33006,34,11111
33006,35,6667
33008,34,5556
33008,35,5556
33010,34,2222
33010,35,2222
33012,34,1111
33012,35,1111
33067,34,28
33067,35,16
33067,36,20
33067,37,24
33067,38,17
33067,39,36
33067,40,12
33067,16649,8
33067,27274,23
33067,11399,8
33067,30252,10
33067,16642,23
33067,16653,24
33067,4051,16
33067,2871,16
33067,4312,6
33067,16275,1
33067,16637,17
33067,16638,6
33077,40,4
33077,34,858
33077,35,288
33088,40,8
33088,25335,13
33102,34,2271
33102,35,1063
33102,36,906
33102,37,1
33102,38,4
33104,34,4662
33104,35,1857
33104,36,1027
33104,37,44
33104,38,51
33112,40,8
33112,25335,13
33150,34,333333
33150,38,667
33150,40,334
33150,2870,3
33150,2872,3
33150,2875,3
33152,34,2800000
33152,35,1000000
33152,36,180000
33152,37,20000
33152,38,10000
33152,39,4000
33152,40,2000
33152,57472,20
33152,57478,200
33152,57486,100
33154,34,2800000
33154,35,1000000
33154,36,180000
33154,37,20000
33154,38,10000
33154,39,4000
33154,40,2000
33154,57471,20
33154,57478,200
33154,57486,100
33156,34,2800000
33156,35,1000000
33156,36,180000
33156,37,20000
33156,38,10000
33156,39,4000
33156,40,2000
33156,57470,20
33156,57478,200
33156,57486,100
33158,34,2800000
33158,35,1000000
33158,36,180000
33158,37,20000
33158,38,10000
33158,39,4000
33158,40,2000
33158,57473,20
33158,57478,200
33158,57486,100
33177,34,7252
33177,35,104
33177,36,3
33177,37,8
33177,38,1
33177,11399,2
33179,34,7252
33179,35,104
33179,36,3
33179,37,8
33179,38,1
33179,11399,2
33181,34,7252
33181,35,104
33181,36,3
33181,37,8
33181,38,1
33181,11399,2
33196,16673,18
33196,16682,2
33196,16678,2
33196,16681,2
33198,33195,8
33198,9840,9
33198,9842,6
33198,11540,3
33198,33176,1
33198,11483,1
33200,33195,8
33200,9840,9
33200,9842,6
33200,11540,3
33200,33178,1
33200,11483,1
33202,33195,8
33202,9840,9
33202,9842,6
33202,11540,3
33202,11483,1
33202,33180,1
33271,34,471
33271,35,716
33273,11399,1
33273,9834,6
33273,11540,6
33273,33270,1
33273,11483,1
33278,25600,417
33278,25596,222
33278,25599,361
33280,11481,1
33280,25619,113
33280,25617,98
33280,25615,60
33282,25600,556
33282,25596,444
33282,25598,556
33284,11481,1
33284,25619,150
33284,25617,150
33284,25615,120
33286,25600,556
33286,25596,472
33286,25598,556
33288,11481,1
33288,25619,150
33288,25617,150
33288,25615,128
33290,25600,417
33290,25596,222
33290,25598,361
33292,11481,1
33292,25619,113
33292,25617,98
33292,25615,60
33294,25600,417
33294,25596,222
33294,25599,361
33296,11481,1
33296,25619,113
33296,25617,98
33296,25615,60
33299,25600,417
33299,25596,444
33299,25599,361
33300,11481,1
33300,25619,113
33300,25617,98
33300,25615,120
33302,25617,150
33302,25619,150
33302,11486,1
33302,25607,60
33304,25604,222
33304,25597,444
33304,25599,556
33306,25616,120
33306,25617,150
33306,11483,1
33306,25623,60
33308,25600,572
33308,25596,522
33308,25598,583
33310,11481,1
33310,25619,158
33310,25617,158
33310,25615,143
33312,25600,639
33312,25596,578
33312,25598,672
33314,11481,1
33314,25619,173
33314,25617,180
33314,25615,158
33327,34,1
33396,34,614356
33396,35,154233
33396,36,39907
33396,37,9687
33396,38,2387
33396,39,1202
33396,40,356
33398,34,22804
33398,35,6143
33398,36,2046
33398,37,352
33398,38,131
33398,39,28
33398,40,2
33401,34,388889
33401,35,83333
33401,36,33333
33401,37,5556
33401,38,1111
33401,39,444
33401,40,222
33447,40,32
33447,34,133
33447,35,1500
33447,38,11
33447,39,4
33449,40,20
33449,34,106
33449,35,1167
33449,38,8
33449,39,4
33451,33448,1
33451,11399,14
33451,11540,13
33451,9848,11
33451,11486,1
33460,40,32
33460,34,133
33460,35,1500
33460,38,11
33460,39,4
33469,34,42240
33469,35,7920
33469,36,3300
33469,37,660
33469,38,40
33469,39,26
33469,40,13
33469,57470,1
33469,57472,1
33469,57478,13
33469,57486,7
33471,34,712800
33471,35,237600
33471,36,47520
33471,37,13200
33471,38,1980
33471,39,1320
33471,40,660
33471,57470,10
33471,57472,10
33471,57478,132
33471,57486,66
33473,34,10560000
33473,35,5280000
33473,36,792000
33473,37,528000
33473,38,39600
33473,39,10560
33473,40,5280
33473,57470,50
33473,57472,50
33473,57478,528
33473,57479,1
33473,57486,264
33514,34,2778
33515,33477,1
33517,34,5556
33517,35,222
33517,39,444
33517,9834,3
33517,2351,3
33517,2352,1
33517,17898,1
33518,34,277778
33518,35,11111
33518,37,5556
33518,39,11112
33518,40,1112
33518,9834,22
33518,2867,4
33518,2870,9
33518,2872,2
33518,2875,4
33518,2876,2
33519,39,948
33519,2876,1
33519,17136,2
33519,2870,2
33519,24348,1
33521,34,5556
33521,35,222
33521,39,444
33521,9834,3
33521,2351,3
33521,2352,1
33521,17898,1
33523,34,5556
33523,35,222
33523,39,444
33523,9834,3
33523,2351,3
33523,2352,1
33523,17898,1
33536,33539,34
33536,2346,542
33536,11399,79
33536,2367,594
33543,33539,40
33543,11399,114
33543,2348,620
33543,2367,542
33545,12836,691
33545,33539,47
33545,2348,887
33545,11399,146
33546,2346,1070
33546,33539,62
33546,12836,1261
33546,11399,172
33547,33539,54
33547,11399,157
33547,12836,906
33547,2367,888
33548,33539,68
33548,2346,687
33548,11399,183
33548,2348,609
33548,2367,654
33554,34,614356
33554,35,154233
33554,36,39907
33554,37,9687
33554,38,2387
33554,39,1202
33554,40,356
33556,33539,21
33556,2346,326
33556,11399,48
33556,2367,357
33558,33539,24
33558,11399,69
33558,2348,372
33558,2367,326
33560,33539,32
33560,11399,94
33560,12836,543
33560,2367,532
33562,2346,642
33562,33539,38
33562,12836,757
33562,11399,103
33564,12836,414
33564,33539,28
33564,2348,532
33564,11399,88
33566,33539,41
33566,2346,412
33566,11399,110
33566,2348,366
33566,2367,392
33582,33581,1
33584,33583,1
33588,34,133333
33588,35,2222
33588,37,2222
33588,39,4444
33588,2351,1
33588,2867,1
33588,2870,2
33588,2872,1
33588,2876,2
33590,34,22222
33590,35,1111
33590,37,1111
33590,39,2222
33590,2351,11
33590,2867,7
33590,2876,3
33592,34,11111
33592,35,556
33592,39,1112
33592,9834,4
33592,2351,3
33592,2352,2
33592,17898,2
33672,34,10973
33672,35,830
33672,36,299
33672,37,450
33672,38,30
33674,11552,56
33674,34,2443
33674,35,1802
33674,36,184
33674,37,98
33674,11558,17
33674,39,22
33674,40,22
33674,11399,6
33674,11533,33
33674,11534,22
33674,3828,11
33674,11544,333
33674,11540,89
33674,11550,3
33676,11552,278
33676,34,41391
33676,35,2834
33676,36,243
33676,37,379
33676,38,43
33676,39,202
33676,40,114
33676,11399,111
33676,11533,42
33676,11534,367
33676,3828,56
33676,11544,2778
33676,11540,1333
33676,11558,222
33676,11550,22
33682,11481,1
33682,21815,2
33682,28366,3
33682,11688,5
33682,11690,5
33682,28365,6
33682,28364,9
33682,40,10
33682,28363,10
33682,54562,10
33682,28362,14
33682,28361,16
33682,9834,18
33682,9848,18
33682,11399,18
33682,39,36
33682,38,55
33682,37,105
33682,35,6420
33682,34,12150
33698,3828,20
33698,11399,35
33698,11478,4
33698,11531,18
33698,11535,15
33698,11541,170
33698,11545,200
33698,11547,3
33698,11553,42
33698,11556,22
33698,32880,1
33701,39,948
33701,2876,1
33701,17136,2
33701,2870,2
33701,24348,1
33703,39,948
33703,2876,1
33703,17136,2
33703,2870,2
33703,24348,1
33705,34,2747
33705,35,208
33705,36,76
33705,37,116
33705,38,7
33707,34,378
33707,35,62
33707,36,23
33707,37,19
33707,38,2
33709,33671,1
33709,11688,1
33709,9834,6
33709,11399,6
33709,9848,6
33709,11481,1
33709,11530,1
33711,11399,5
33711,33704,1
33711,9834,5
33711,11688,1
33711,9848,5
33711,11481,1
33711,11530,1
33713,11399,1
33713,11688,1
33713,33706,1
33713,9848,1
33713,11481,1
33713,11530,1
33713,9834,1
33817,34,38400
33817,35,7200
33817,36,3000
33817,37,600
33817,38,36
33817,39,24
33817,40,12
33817,57471,1
33817,57472,1
33817,57478,12
33817,57486,6
33819,34,648000
33819,35,216000
33819,36,43200
33819,37,12000
33819,38,1800
33819,39,1200
33819,40,600
33819,57471,10
33819,57472,10
33819,57478,120
33819,57486,60
33821,34,9600000
33821,35,4800000
33821,36,720000
33821,37,480000
33821,38,36000
33821,39,9600
33821,40,4800
33821,57471,50
33821,57472,50
33821,57478,480
33821,57479,1
33821,57486,240
33823,34,538
33823,35,88
33823,36,369
33823,37,1
33823,38,4
33825,11399,5
33825,3689,8
33825,9842,3
33825,11539,8
33825,11483,1
33825,33822,1
33868,33867,1
33891,25601,3
33891,25595,4
33891,25590,4
33893,25609,1
33893,11475,1
33893,25620,1
33893,25614,1
33895,25601,17
33895,25595,22
33895,25590,22
33897,25609,5
33897,11475,1
33897,25620,3
33897,25614,3
33899,25601,83
33899,25595,111
33899,25590,111
33901,11475,1
33901,25620,15
33901,25614,20
33901,25609,23
33903,25601,417
33903,25595,556
33903,25590,556
33905,25609,113
33905,11475,1
33905,25620,75
33905,25614,98
33916,34,24444
33916,35,20000
33916,36,89
33916,37,33
33916,38,2
33916,39,44
33916,40,22
33982,34,333
33982,33539,11
33982,37,1111
33982,39,666
33982,40,266
33982,35,1667
33984,34,333
33984,33539,11
33984,37,1111
33984,39,666
33984,40,266
33984,35,1667
33986,34,333
33986,33539,11
33986,37,1111
33986,39,666
33986,40,266
33986,35,1667
34123,34,600
34123,33539,15
34123,37,1300
34123,39,2000
34123,40,250
34123,35,1000
34125,34,600
34125,33539,15
34125,37,1300
34125,39,2000
34125,40,250
34125,35,1000
34127,34,600
34127,33539,15
34127,37,1300
34127,39,2000
34127,40,250
34127,35,1000
34267,25602,1
34267,25599,3
34267,25600,4
34269,25602,7
34269,25599,18
34269,25600,20
34273,3041,1
34273,11399,3
34273,11689,4
34273,9848,1
34273,11486,1
34275,11399,8
34275,11689,9
34275,3520,1
34275,9848,2
34275,11486,1
34277,11689,16
34277,11399,17
34277,3057,1
34277,9848,7
34277,11486,1
34279,11399,3
34279,11688,4
34279,3178,1
34279,9848,1
34279,11486,1
34281,11399,9
34281,11688,9
34281,9848,2
34281,3146,1
34281,11486,1
34283,11399,7
34283,11688,17
34283,9848,7
34283,3186,1
34283,11486,1
34285,2889,1
34285,11399,2
34285,11691,4
34285,9848,1
34285,11486,1
34287,11399,8
34287,2913,1
34287,9848,2
34287,11691,8
34287,11486,1
34289,11399,17
34289,2929,1
34289,9848,2
34289,11691,16
34289,11486,1
34291,10631,1
34291,11399,1
34291,9848,1
34291,11486,1
34293,25715,1
34293,11399,3
34293,11540,1
34293,9848,3
34293,11486,1
34295,11399,12
34295,11540,12
34295,2420,1
34295,9848,12
34295,11486,1
34307,25602,33
34307,25599,89
34307,25600,100
34309,25602,167
34309,25599,444
34309,25600,500
34318,30466,2
34318,30002,2
34318,30476,2
34318,30464,8
34318,29992,2
34318,30478,2
34318,34396,3
34318,29994,2
34318,11478,10
34329,21009,15
34329,21017,5
34329,21023,5
34329,21027,30
34329,21037,5
34329,24558,7
34329,57478,1600
34329,57486,800
34329,57487,1
34397,30311,5
34397,30310,13
34397,30270,1
34397,30269,1
34397,30271,1
34397,30303,300
34397,30309,15
34397,30022,2
34397,30268,1
34397,30307,40
34397,30251,15
34397,30252,1
34412,NULL,NULL
34414,NULL,NULL
34416,NULL,NULL
34497,34,2778
34563,30466,2
34563,30002,2
34563,30476,2
34563,30464,8
34563,29992,2
34563,30478,2
34563,34396,3
34563,29994,2
34563,11478,10
34591,37,15000
34591,40,700
34591,36,32000
34591,38,1200
34591,35,140000
34591,34,500000
34591,39,2000
34594,37,15000
34594,40,4000
34594,36,10000
34594,38,8000
34594,35,10000
34594,34,10000
34594,39,6000
34594,34575,1
34596,34593,1
34596,11549,70
34596,11551,80
34596,11547,70
34596,11550,70
34596,11548,70
34596,11553,160
34596,11552,100
34596,11554,80
34596,11399,3000
34596,12836,20
34596,2346,20
34596,17898,40
34596,11483,1
34829,30466,2
34829,30002,2
34829,30476,2
34829,30464,8
34829,29992,2
34829,30478,2
34829,34396,3
34829,29994,2
34829,11478,10
34841,2867,14
34841,2868,10
34841,2869,21
34841,2870,21
34841,2871,14
34841,2872,14
34841,2875,21
34841,2876,10
34841,21037,6
34842,2867,22
34842,2868,16
34842,2869,33
34842,2870,33
34842,2871,22
34842,2872,22
34842,2875,33
34842,2876,16
34842,21037,9
34843,2867,30
34843,2868,22
34843,2869,44
34843,2870,44
34843,2871,30
34843,2872,30
34843,2875,44
34843,2876,22
34843,21037,13
34844,2867,37
34844,2868,27
34844,2869,55
34844,2870,55
34844,2871,37
34844,2872,37
34844,2875,55
34844,2876,27
34844,21037,16
34845,2867,5
34845,2868,4
34845,2869,6
34845,2870,6
34845,2871,5
34845,2872,5
34845,2875,6
34845,2876,4
34845,21037,1
34846,2867,8
34846,2868,6
34846,2869,11
34846,2870,11
34846,2871,8
34846,2872,8
34846,2875,11
34846,2876,6
34846,21037,3
34847,2867,14
34847,2868,10
34847,2869,21
34847,2870,21
34847,2871,14
34847,2872,14
34847,2875,21
34847,2876,10
34847,21037,6
34848,2867,18
34848,2868,13
34848,2869,27
34848,2870,27
34848,2871,18
34848,2872,18
34848,2875,27
34848,2876,13
34848,21037,8
34849,2867,22
34849,2868,16
34849,2869,33
34849,2870,33
34849,2871,22
34849,2872,22
34849,2875,33
34849,2876,16
34849,21037,10
34850,2867,4
34850,2868,3
34850,2869,6
34850,2870,6
34850,2871,4
34850,2872,4
34850,2875,6
34850,2876,3
34850,21037,1
34851,2867,7
34851,2868,5
34851,2869,11
34851,2870,11
34851,2871,7
34851,2872,7
34851,2875,11
34851,2876,5
34851,21037,3
34852,2867,11
34852,2868,8
34852,2869,17
34852,2870,17
34852,2871,11
34852,2872,11
34852,2875,17
34852,2876,8
34852,21037,4
34853,2867,14
34853,2868,10
34853,2869,21
34853,2870,21
34853,2871,14
34853,2872,14
34853,2875,21
34853,2876,10
34853,21037,6
34854,2867,18
34854,2868,13
34854,2869,27
34854,2870,27
34854,2871,18
34854,2872,18
34854,2875,27
34854,2876,13
34854,21037,8
34855,2867,4
34855,2868,3
34855,2869,6
34855,2870,6
34855,2871,4
34855,2872,4
34855,2875,6
34855,2876,3
34855,21037,1
34856,2867,6
34856,2868,5
34856,2869,7
34856,2870,7
34856,2871,6
34856,2872,6
34856,2875,7
34856,2876,5
34856,21037,2
34857,2867,7
34857,2868,5
34857,2869,11
34857,2870,11
34857,2871,7
34857,2872,7
34857,2875,11
34857,2876,5
34857,21037,3
34858,2867,10
34858,2868,8
34858,2869,13
34858,2870,13
34858,2871,10
34858,2872,10
34858,2875,13
34858,2876,8
34858,21037,4
34859,2867,18
34859,2868,13
34859,2869,27
34859,2870,27
34859,2871,18
34859,2872,18
34859,2875,27
34859,2876,13
34859,21037,8
34860,2867,4
34860,2868,3
34860,2869,6
34860,2870,6
34860,2871,4
34860,2872,4
34860,2875,6
34860,2876,3
34860,21037,1
34861,2867,7
34861,2868,5
34861,2869,11
34861,2870,11
34861,2871,7
34861,2872,7
34861,2875,11
34861,2876,5
34861,21037,3
34862,2867,11
34862,2868,8
34862,2869,17
34862,2870,17
34862,2871,11
34862,2872,11
34862,2875,17
34862,2876,8
34862,21037,4
34863,2867,14
34863,2868,10
34863,2869,21
34863,2870,21
34863,2871,14
34863,2872,14
34863,2875,21
34863,2876,10
34863,21037,6
34864,2867,18
34864,2868,13
34864,2869,27
34864,2870,27
34864,2871,18
34864,2872,18
34864,2875,27
34864,2876,13
34864,21037,8
34865,2867,14
34865,2868,10
34865,2869,21
34865,2870,21
34865,2871,14
34865,2872,14
34865,2875,21
34865,2876,10
34865,21037,6
34866,2867,8
34866,2868,6
34866,2869,11
34866,2870,11
34866,2871,8
34866,2872,8
34866,2875,11
34866,2876,6
34866,21037,3
34867,2867,15
34867,2868,11
34867,2869,22
34867,2870,22
34867,2871,15
34867,2872,15
34867,2875,22
34867,2876,11
34867,21037,7
34868,2867,5
34868,2868,4
34868,2869,6
34868,2870,6
34868,2871,5
34868,2872,5
34868,2875,6
34868,2876,4
34868,21037,1
34869,2867,7
34869,2868,5
34869,2869,11
34869,2870,11
34869,2871,7
34869,2872,7
34869,2875,11
34869,2876,5
34869,21037,3
35684,29992,2
35684,29994,2
35684,30002,2
35684,30466,2
35684,30476,2
35684,30478,2
35684,34396,3
35684,30464,8
35684,11478,10
35772,37,1
35772,38,4
35772,35,88
35772,36,369
35772,34,538
35773,11483,1
35773,35770,1
35773,9842,3
35773,11399,5
35773,11540,6
35773,3689,8
35780,11549,3
35780,11550,3
35780,11399,10
35780,3828,15
35780,11532,20
35780,11533,20
35780,11537,30
35780,39,40
35780,11552,40
35780,11554,40
35780,11539,60
35780,11540,60
35780,38,90
35780,37,400
35780,36,2950
35780,35,6130
35780,34,22800
35782,11549,30
35782,11550,30
35782,11532,60
35782,11533,60
35782,11399,150
35782,11537,180
35782,3828,190
35782,11552,300
35782,11554,300
35782,40,360
35782,11558,750
35782,39,1200
35782,11539,1500
35782,11540,1500
35782,38,2400
35782,11543,4000
35782,37,9687
35782,35,15400
35782,36,40000
35782,34,614300
35791,40,2
35791,34,949
35792,3689,1
35792,11483,1
35792,35788,1
35792,11540,8
35792,9842,9
35792,11399,11
35796,39,2
35796,40,2
35796,37,3
35796,38,3
35796,35,4
35797,39,2
35797,40,2
35797,37,3
35797,38,3
35797,35,4
36949,34556,1
36949,34557,1
36949,34558,1
36949,34559,1
36949,34560,1
36949,34575,1
36953,2867,5
36953,2875,5
36953,2869,10
36953,2871,10
36953,2872,10
36953,2868,15
36953,2876,15
36953,40,450
36953,39,1050
36953,38,2250
36953,37,12000
36953,36,105000
36953,35,300000
36953,34,1500000
36954,2867,5
36954,2875,5
36954,2870,10
36954,2871,10
36954,2876,10
36954,2868,15
36954,2872,15
36954,40,450
36954,39,1050
36954,38,2250
36954,37,12000
36954,36,105000
36954,35,300000
36954,34,1500000
36955,2871,5
36955,2872,5
36955,2876,5
36955,2867,10
36955,2868,10
36955,40,300
36955,39,700
36955,38,1500
36955,37,8000
36955,36,70000
36955,35,200000
36955,34,1000000
36960,21949,1
36960,21951,1
36960,36957,1
36960,21947,2
36960,36956,2
36960,16273,500000
36961,21951,1
36961,36956,1
36961,36958,1
36961,49720,2
36961,36957,3
36961,21947,4
36966,21947,1
36966,21949,1
36966,21951,1
36966,21957,1
36966,21961,1
36966,21965,1
36966,21967,1
36966,21963,4
36967,21953,4
36967,21955,4
36967,21959,4
36967,36958,4
36967,21947,10
36967,21949,10
36967,21951,10
36967,21957,10
36967,21961,10
36967,21965,10
36967,21967,10
