typeName,meterialTypeName,materialQuantity
"Jackdaw Blueprint","Warfare Computation Core",2
"Jackdaw Blueprint","R.A.M.- Starship Tech",10
"Entrapment Array 2 Blueprint","Broadcast Node",14
"Entrapment Array 2 Blueprint","Integrity Response Drones",10
"Entrapment Array 2 Blueprint",Nano-Factory,21
"Entrapment Array 2 Blueprint","Organic Mortar Applicators",21
"Entrapment Array 2 Blueprint","Recursive Computing Module",14
"Entrapment Array 2 Blueprint","Self-Harmonizing Power Core",14
"Entrapment Array 2 Blueprint","Sterile Conduits",21
"Entrapment Array 2 Blueprint","Wetware Mainframe",10
"Entrapment Array 2 Blueprint","Capital Construction Parts",6
"Entrapment Array 3 Blueprint","Broadcast Node",22
"Entrapment Array 3 Blueprint","Integrity Response Drones",16
"Entrapment Array 3 Blueprint",Nano-Factory,33
"Entrapment Array 3 Blueprint","Organic Mortar Applicators",33
"Entrapment Array 3 Blueprint","Recursive Computing Module",22
"Entrapment Array 3 Blueprint","Self-Harmonizing Power Core",22
"Entrapment Array 3 Blueprint","Sterile Conduits",33
"Entrapment Array 3 Blueprint","Wetware Mainframe",16
"Entrapment Array 3 Blueprint","Capital Construction Parts",9
"Entrapment Array 4 Blueprint","Broadcast Node",30
"Entrapment Array 4 Blueprint","Integrity Response Drones",22
"Entrapment Array 4 Blueprint",Nano-Factory,44
"Entrapment Array 4 Blueprint","Organic Mortar Applicators",44
"Entrapment Array 4 Blueprint","Recursive Computing Module",30
"Entrapment Array 4 Blueprint","Self-Harmonizing Power Core",30
"Entrapment Array 4 Blueprint","Sterile Conduits",44
"Entrapment Array 4 Blueprint","Wetware Mainframe",22
"Entrapment Array 4 Blueprint","Capital Construction Parts",13
"Entrapment Array 5 Blueprint","Broadcast Node",37
"Entrapment Array 5 Blueprint","Integrity Response Drones",27
"Entrapment Array 5 Blueprint",Nano-Factory,55
"Entrapment Array 5 Blueprint","Organic Mortar Applicators",55
"Entrapment Array 5 Blueprint","Recursive Computing Module",37
"Entrapment Array 5 Blueprint","Self-Harmonizing Power Core",37
"Entrapment Array 5 Blueprint","Sterile Conduits",55
"Entrapment Array 5 Blueprint","Wetware Mainframe",27
"Entrapment Array 5 Blueprint","Capital Construction Parts",16
"Pirate Detection Array 1 Blueprint","Broadcast Node",5
"Pirate Detection Array 1 Blueprint","Integrity Response Drones",4
"Pirate Detection Array 1 Blueprint",Nano-Factory,6
"Pirate Detection Array 1 Blueprint","Organic Mortar Applicators",6
"Pirate Detection Array 1 Blueprint","Recursive Computing Module",5
"Pirate Detection Array 1 Blueprint","Self-Harmonizing Power Core",5
"Pirate Detection Array 1 Blueprint","Sterile Conduits",6
"Pirate Detection Array 1 Blueprint","Wetware Mainframe",4
"Pirate Detection Array 1 Blueprint","Capital Construction Parts",1
"Pirate Detection Array 2 Blueprint","Broadcast Node",8
"Pirate Detection Array 2 Blueprint","Integrity Response Drones",6
"Pirate Detection Array 2 Blueprint",Nano-Factory,11
"Pirate Detection Array 2 Blueprint","Organic Mortar Applicators",11
"Pirate Detection Array 2 Blueprint","Recursive Computing Module",8
"Pirate Detection Array 2 Blueprint","Self-Harmonizing Power Core",8
"Pirate Detection Array 2 Blueprint","Sterile Conduits",11
"Pirate Detection Array 2 Blueprint","Wetware Mainframe",6
"Pirate Detection Array 2 Blueprint","Capital Construction Parts",3
"Pirate Detection Array 3 Blueprint","Broadcast Node",14
"Pirate Detection Array 3 Blueprint","Integrity Response Drones",10
"Pirate Detection Array 3 Blueprint",Nano-Factory,21
"Pirate Detection Array 3 Blueprint","Organic Mortar Applicators",21
"Pirate Detection Array 3 Blueprint","Recursive Computing Module",14
"Pirate Detection Array 3 Blueprint","Self-Harmonizing Power Core",14
"Pirate Detection Array 3 Blueprint","Sterile Conduits",21
"Pirate Detection Array 3 Blueprint","Wetware Mainframe",10
"Pirate Detection Array 3 Blueprint","Capital Construction Parts",6
"Pirate Detection Array 4 Blueprint","Broadcast Node",18
"Pirate Detection Array 4 Blueprint","Integrity Response Drones",13
"Pirate Detection Array 4 Blueprint",Nano-Factory,27
"Pirate Detection Array 4 Blueprint","Organic Mortar Applicators",27
"Pirate Detection Array 4 Blueprint","Recursive Computing Module",18
"Pirate Detection Array 4 Blueprint","Self-Harmonizing Power Core",18
"Pirate Detection Array 4 Blueprint","Sterile Conduits",27
"Pirate Detection Array 4 Blueprint","Wetware Mainframe",13
"Pirate Detection Array 4 Blueprint","Capital Construction Parts",8
"Pirate Detection Array 5 Blueprint","Broadcast Node",22
"Pirate Detection Array 5 Blueprint","Integrity Response Drones",16
"Pirate Detection Array 5 Blueprint",Nano-Factory,33
"Pirate Detection Array 5 Blueprint","Organic Mortar Applicators",33
"Pirate Detection Array 5 Blueprint","Recursive Computing Module",22
"Pirate Detection Array 5 Blueprint","Self-Harmonizing Power Core",22
"Pirate Detection Array 5 Blueprint","Sterile Conduits",33
"Pirate Detection Array 5 Blueprint","Wetware Mainframe",16
"Pirate Detection Array 5 Blueprint","Capital Construction Parts",10
"Quantum Flux Generator 1 Blueprint","Broadcast Node",4
"Quantum Flux Generator 1 Blueprint","Integrity Response Drones",3
"Quantum Flux Generator 1 Blueprint",Nano-Factory,6
"Quantum Flux Generator 1 Blueprint","Organic Mortar Applicators",6
"Quantum Flux Generator 1 Blueprint","Recursive Computing Module",4
"Quantum Flux Generator 1 Blueprint","Self-Harmonizing Power Core",4
"Quantum Flux Generator 1 Blueprint","Sterile Conduits",6
"Quantum Flux Generator 1 Blueprint","Wetware Mainframe",3
"Quantum Flux Generator 1 Blueprint","Capital Construction Parts",1
"Quantum Flux Generator 2 Blueprint","Broadcast Node",7
"Quantum Flux Generator 2 Blueprint","Integrity Response Drones",5
"Quantum Flux Generator 2 Blueprint",Nano-Factory,11
"Quantum Flux Generator 2 Blueprint","Organic Mortar Applicators",11
"Quantum Flux Generator 2 Blueprint","Recursive Computing Module",7
"Quantum Flux Generator 2 Blueprint","Self-Harmonizing Power Core",7
"Quantum Flux Generator 2 Blueprint","Sterile Conduits",11
"Quantum Flux Generator 2 Blueprint","Wetware Mainframe",5
"Quantum Flux Generator 2 Blueprint","Capital Construction Parts",3
"Quantum Flux Generator 3 Blueprint","Broadcast Node",11
"Quantum Flux Generator 3 Blueprint","Integrity Response Drones",8
"Quantum Flux Generator 3 Blueprint",Nano-Factory,17
"Quantum Flux Generator 3 Blueprint","Organic Mortar Applicators",17
"Quantum Flux Generator 3 Blueprint","Recursive Computing Module",11
"Quantum Flux Generator 3 Blueprint","Self-Harmonizing Power Core",11
"Quantum Flux Generator 3 Blueprint","Sterile Conduits",17
"Quantum Flux Generator 3 Blueprint","Wetware Mainframe",8
"Quantum Flux Generator 3 Blueprint","Capital Construction Parts",4
"Quantum Flux Generator 4 Blueprint","Broadcast Node",14
"Quantum Flux Generator 4 Blueprint","Integrity Response Drones",10
"Quantum Flux Generator 4 Blueprint",Nano-Factory,21
"Quantum Flux Generator 4 Blueprint","Organic Mortar Applicators",21
"Quantum Flux Generator 4 Blueprint","Recursive Computing Module",14
"Quantum Flux Generator 4 Blueprint","Self-Harmonizing Power Core",14
"Quantum Flux Generator 4 Blueprint","Sterile Conduits",21
"Quantum Flux Generator 4 Blueprint","Wetware Mainframe",10
"Quantum Flux Generator 4 Blueprint","Capital Construction Parts",6
"Quantum Flux Generator 5 Blueprint","Broadcast Node",18
"Quantum Flux Generator 5 Blueprint","Integrity Response Drones",13
"Quantum Flux Generator 5 Blueprint",Nano-Factory,27
"Quantum Flux Generator 5 Blueprint","Organic Mortar Applicators",27
"Quantum Flux Generator 5 Blueprint","Recursive Computing Module",18
"Quantum Flux Generator 5 Blueprint","Self-Harmonizing Power Core",18
"Quantum Flux Generator 5 Blueprint","Sterile Conduits",27
"Quantum Flux Generator 5 Blueprint","Wetware Mainframe",13
"Quantum Flux Generator 5 Blueprint","Capital Construction Parts",8
"Ore Prospecting Array 1 Blueprint","Broadcast Node",4
"Ore Prospecting Array 1 Blueprint","Integrity Response Drones",3
"Ore Prospecting Array 1 Blueprint",Nano-Factory,6
"Ore Prospecting Array 1 Blueprint","Organic Mortar Applicators",6
"Ore Prospecting Array 1 Blueprint","Recursive Computing Module",4
"Ore Prospecting Array 1 Blueprint","Self-Harmonizing Power Core",4
"Ore Prospecting Array 1 Blueprint","Sterile Conduits",6
"Ore Prospecting Array 1 Blueprint","Wetware Mainframe",3
"Ore Prospecting Array 1 Blueprint","Capital Construction Parts",1
"Ore Prospecting Array 2 Blueprint","Broadcast Node",6
"Ore Prospecting Array 2 Blueprint","Integrity Response Drones",5
"Ore Prospecting Array 2 Blueprint",Nano-Factory,7
"Ore Prospecting Array 2 Blueprint","Organic Mortar Applicators",7
"Ore Prospecting Array 2 Blueprint","Recursive Computing Module",6
"Ore Prospecting Array 2 Blueprint","Self-Harmonizing Power Core",6
"Ore Prospecting Array 2 Blueprint","Sterile Conduits",7
"Ore Prospecting Array 2 Blueprint","Wetware Mainframe",5
"Ore Prospecting Array 2 Blueprint","Capital Construction Parts",2
"Ore Prospecting Array 3 Blueprint","Broadcast Node",7
"Ore Prospecting Array 3 Blueprint","Integrity Response Drones",5
"Ore Prospecting Array 3 Blueprint",Nano-Factory,11
"Ore Prospecting Array 3 Blueprint","Organic Mortar Applicators",11
"Ore Prospecting Array 3 Blueprint","Recursive Computing Module",7
"Ore Prospecting Array 3 Blueprint","Self-Harmonizing Power Core",7
"Ore Prospecting Array 3 Blueprint","Sterile Conduits",11
"Ore Prospecting Array 3 Blueprint","Wetware Mainframe",5
"Ore Prospecting Array 3 Blueprint","Capital Construction Parts",3
"Ore Prospecting Array 4 Blueprint","Broadcast Node",10
"Ore Prospecting Array 4 Blueprint","Integrity Response Drones",8
"Ore Prospecting Array 4 Blueprint",Nano-Factory,13
"Ore Prospecting Array 4 Blueprint","Organic Mortar Applicators",13
"Ore Prospecting Array 4 Blueprint","Recursive Computing Module",10
"Ore Prospecting Array 4 Blueprint","Self-Harmonizing Power Core",10
"Ore Prospecting Array 4 Blueprint","Sterile Conduits",13
"Ore Prospecting Array 4 Blueprint","Wetware Mainframe",8
"Ore Prospecting Array 4 Blueprint","Capital Construction Parts",4
"Ore Prospecting Array 5 Blueprint","Broadcast Node",18
"Ore Prospecting Array 5 Blueprint","Integrity Response Drones",13
"Ore Prospecting Array 5 Blueprint",Nano-Factory,27
"Ore Prospecting Array 5 Blueprint","Organic Mortar Applicators",27
"Ore Prospecting Array 5 Blueprint","Recursive Computing Module",18
"Ore Prospecting Array 5 Blueprint","Self-Harmonizing Power Core",18
"Ore Prospecting Array 5 Blueprint","Sterile Conduits",27
"Ore Prospecting Array 5 Blueprint","Wetware Mainframe",13
"Ore Prospecting Array 5 Blueprint","Capital Construction Parts",8
"Survey Networks 1 Blueprint","Broadcast Node",4
"Survey Networks 1 Blueprint","Integrity Response Drones",3
"Survey Networks 1 Blueprint",Nano-Factory,6
"Survey Networks 1 Blueprint","Organic Mortar Applicators",6
"Survey Networks 1 Blueprint","Recursive Computing Module",4
"Survey Networks 1 Blueprint","Self-Harmonizing Power Core",4
"Survey Networks 1 Blueprint","Sterile Conduits",6
"Survey Networks 1 Blueprint","Wetware Mainframe",3
"Survey Networks 1 Blueprint","Capital Construction Parts",1
"Survey Networks 2 Blueprint","Broadcast Node",7
"Survey Networks 2 Blueprint","Integrity Response Drones",5
"Survey Networks 2 Blueprint",Nano-Factory,11
"Survey Networks 2 Blueprint","Organic Mortar Applicators",11
"Survey Networks 2 Blueprint","Recursive Computing Module",7
"Survey Networks 2 Blueprint","Self-Harmonizing Power Core",7
"Survey Networks 2 Blueprint","Sterile Conduits",11
"Survey Networks 2 Blueprint","Wetware Mainframe",5
"Survey Networks 2 Blueprint","Capital Construction Parts",3
"Survey Networks 3 Blueprint","Broadcast Node",11
"Survey Networks 3 Blueprint","Integrity Response Drones",8
"Survey Networks 3 Blueprint",Nano-Factory,17
"Survey Networks 3 Blueprint","Organic Mortar Applicators",17
"Survey Networks 3 Blueprint","Recursive Computing Module",11
"Survey Networks 3 Blueprint","Self-Harmonizing Power Core",11
"Survey Networks 3 Blueprint","Sterile Conduits",17
"Survey Networks 3 Blueprint","Wetware Mainframe",8
"Survey Networks 3 Blueprint","Capital Construction Parts",4
"Survey Networks 4 Blueprint","Broadcast Node",14
"Survey Networks 4 Blueprint","Integrity Response Drones",10
"Survey Networks 4 Blueprint",Nano-Factory,21
"Survey Networks 4 Blueprint","Organic Mortar Applicators",21
"Survey Networks 4 Blueprint","Recursive Computing Module",14
"Survey Networks 4 Blueprint","Self-Harmonizing Power Core",14
"Survey Networks 4 Blueprint","Sterile Conduits",21
"Survey Networks 4 Blueprint","Wetware Mainframe",10
"Survey Networks 4 Blueprint","Capital Construction Parts",6
"Survey Networks 5 Blueprint","Broadcast Node",18
"Survey Networks 5 Blueprint","Integrity Response Drones",13
"Survey Networks 5 Blueprint",Nano-Factory,27
"Survey Networks 5 Blueprint","Organic Mortar Applicators",27
"Survey Networks 5 Blueprint","Recursive Computing Module",18
"Survey Networks 5 Blueprint","Self-Harmonizing Power Core",18
"Survey Networks 5 Blueprint","Sterile Conduits",27
"Survey Networks 5 Blueprint","Wetware Mainframe",13
"Survey Networks 5 Blueprint","Capital Construction Parts",8
"Advanced Logistics Network Blueprint","Broadcast Node",14
"Advanced Logistics Network Blueprint","Integrity Response Drones",10
"Advanced Logistics Network Blueprint",Nano-Factory,21
"Advanced Logistics Network Blueprint","Organic Mortar Applicators",21
"Advanced Logistics Network Blueprint","Recursive Computing Module",14
"Advanced Logistics Network Blueprint","Self-Harmonizing Power Core",14
"Advanced Logistics Network Blueprint","Sterile Conduits",21
"Advanced Logistics Network Blueprint","Wetware Mainframe",10
"Advanced Logistics Network Blueprint","Capital Construction Parts",6
"Cynosural Navigation Blueprint","Broadcast Node",8
"Cynosural Navigation Blueprint","Integrity Response Drones",6
"Cynosural Navigation Blueprint",Nano-Factory,11
"Cynosural Navigation Blueprint","Organic Mortar Applicators",11
"Cynosural Navigation Blueprint","Recursive Computing Module",8
"Cynosural Navigation Blueprint","Self-Harmonizing Power Core",8
"Cynosural Navigation Blueprint","Sterile Conduits",11
"Cynosural Navigation Blueprint","Wetware Mainframe",6
"Cynosural Navigation Blueprint","Capital Construction Parts",3
"Cynosural Suppression Blueprint","Broadcast Node",15
"Cynosural Suppression Blueprint","Integrity Response Drones",11
"Cynosural Suppression Blueprint",Nano-Factory,22
"Cynosural Suppression Blueprint","Organic Mortar Applicators",22
"Cynosural Suppression Blueprint","Recursive Computing Module",15
"Cynosural Suppression Blueprint","Self-Harmonizing Power Core",15
"Cynosural Suppression Blueprint","Sterile Conduits",22
"Cynosural Suppression Blueprint","Wetware Mainframe",11
"Cynosural Suppression Blueprint","Capital Construction Parts",7
"Supercapital Construction Facilities Blueprint","Broadcast Node",5
"Supercapital Construction Facilities Blueprint","Integrity Response Drones",4
"Supercapital Construction Facilities Blueprint",Nano-Factory,6
"Supercapital Construction Facilities Blueprint","Organic Mortar Applicators",6
"Supercapital Construction Facilities Blueprint","Recursive Computing Module",5
"Supercapital Construction Facilities Blueprint","Self-Harmonizing Power Core",5
"Supercapital Construction Facilities Blueprint","Sterile Conduits",6
"Supercapital Construction Facilities Blueprint","Wetware Mainframe",4
"Supercapital Construction Facilities Blueprint","Capital Construction Parts",1
"Entrapment Array 1 Blueprint","Broadcast Node",7
"Entrapment Array 1 Blueprint","Integrity Response Drones",5
"Entrapment Array 1 Blueprint",Nano-Factory,11
"Entrapment Array 1 Blueprint","Organic Mortar Applicators",11
"Entrapment Array 1 Blueprint","Recursive Computing Module",7
"Entrapment Array 1 Blueprint","Self-Harmonizing Power Core",7
"Entrapment Array 1 Blueprint","Sterile Conduits",11
"Entrapment Array 1 Blueprint","Wetware Mainframe",5
"Entrapment Array 1 Blueprint","Capital Construction Parts",3
"Hecate Blueprint","Optimized Nano-Engines",2
"Hecate Blueprint","Warfare Computation Core",2
"Hecate Blueprint","Fullerene Intercalated Sheets",2
"Hecate Blueprint","Electromechanical Interface Nexus",2
"Hecate Blueprint","Fulleroferrocene Power Conduits",2
"Hecate Blueprint","Reconfigured Subspace Calibrator",2
"Hecate Blueprint","Self-Assembling Nanolattice",3
"Hecate Blueprint","Metallofullerene Plating",8
"Hecate Blueprint","R.A.M.- Starship Tech",10
"Missile Guidance Enhancer I Blueprint",Isogen,1
"Missile Guidance Enhancer I Blueprint",Nocxium,4
"Missile Guidance Enhancer I Blueprint",Pyerite,88
"Missile Guidance Enhancer I Blueprint",Mexallon,369
"Missile Guidance Enhancer I Blueprint",Tritanium,538
"Missile Guidance Enhancer II Blueprint","R.A.M.- Electronics",1
"Missile Guidance Enhancer II Blueprint","Missile Guidance Enhancer I",1
"Missile Guidance Enhancer II Blueprint","Miniature Electronics",3
"Missile Guidance Enhancer II Blueprint",Morphite,5
"Missile Guidance Enhancer II Blueprint","Quantum Microprocessor",6
"Missile Guidance Enhancer II Blueprint","Mechanical Parts",8
"Imp Blueprint","Antimatter Reactor Unit",3
"Imp Blueprint","Graviton Reactor Unit",3
"Imp Blueprint",Morphite,10
"Imp Blueprint","Construction Blocks",15
"Imp Blueprint","Fusion Thruster",20
"Imp Blueprint","Magpulse Thruster",20
"Imp Blueprint","Radar Sensor Cluster",30
"Imp Blueprint",Zydrine,40
"Imp Blueprint","Scalar Capacitor Unit",40
"Imp Blueprint","Tesseract Capacitor Unit",40
"Imp Blueprint","Nanoelectrical Microprocessor",60
"Imp Blueprint","Quantum Microprocessor",60
"Imp Blueprint",Nocxium,90
"Imp Blueprint",Isogen,400
"Imp Blueprint",Mexallon,2950
"Imp Blueprint",Pyerite,6130
"Imp Blueprint",Tritanium,22800
"Fiend Blueprint","Antimatter Reactor Unit",30
"Fiend Blueprint","Graviton Reactor Unit",30
"Fiend Blueprint","Fusion Thruster",60
"Fiend Blueprint","Magpulse Thruster",60
"Fiend Blueprint",Morphite,150
"Fiend Blueprint","Radar Sensor Cluster",180
"Fiend Blueprint","Construction Blocks",190
"Fiend Blueprint","Scalar Capacitor Unit",300
"Fiend Blueprint","Tesseract Capacitor Unit",300
"Fiend Blueprint",Megacyte,360
"Fiend Blueprint","Sustained Shield Emitter",750
"Fiend Blueprint",Zydrine,1200
"Fiend Blueprint","Nanoelectrical Microprocessor",1500
"Fiend Blueprint","Quantum Microprocessor",1500
"Fiend Blueprint",Nocxium,2400
"Fiend Blueprint","Tungsten Carbide Armor Plate",4000
"Fiend Blueprint",Isogen,9687
"Fiend Blueprint",Pyerite,15400
"Fiend Blueprint",Mexallon,40000
"Fiend Blueprint",Tritanium,614300
"Missile Guidance Computer I Blueprint",Megacyte,2
"Missile Guidance Computer I Blueprint",Tritanium,949
"Missile Guidance Computer II Blueprint","Mechanical Parts",1
"Missile Guidance Computer II Blueprint","R.A.M.- Electronics",1
"Missile Guidance Computer II Blueprint","Missile Guidance Computer I",1
"Missile Guidance Computer II Blueprint","Quantum Microprocessor",8
"Missile Guidance Computer II Blueprint","Miniature Electronics",9
"Missile Guidance Computer II Blueprint",Morphite,11
"Missile Range Script Blueprint",Zydrine,2
"Missile Range Script Blueprint",Megacyte,2
"Missile Range Script Blueprint",Isogen,3
"Missile Range Script Blueprint",Nocxium,3
"Missile Range Script Blueprint",Pyerite,4
"Missile Precision Script Blueprint",Zydrine,2
"Missile Precision Script Blueprint",Megacyte,2
"Missile Precision Script Blueprint",Isogen,3
"Missile Precision Script Blueprint",Nocxium,3
"Missile Precision Script Blueprint",Pyerite,4
"Coalesced Element Blueprint","Sentinel Element",1
"Coalesced Element Blueprint","Barbican Element",1
"Coalesced Element Blueprint","Vidette Element",1
"Coalesced Element Blueprint","Conflux Element",1
"Coalesced Element Blueprint","Redoubt Element",1
"Coalesced Element Blueprint","Antikythera Element",1
"Structure Electromagnetic Sensor Blueprint","Broadcast Node",5
"Structure Electromagnetic Sensor Blueprint","Sterile Conduits",5
"Structure Electromagnetic Sensor Blueprint",Nano-Factory,10
"Structure Electromagnetic Sensor Blueprint","Recursive Computing Module",10
"Structure Electromagnetic Sensor Blueprint","Self-Harmonizing Power Core",10
"Structure Electromagnetic Sensor Blueprint","Integrity Response Drones",15
"Structure Electromagnetic Sensor Blueprint","Wetware Mainframe",15
"Structure Electromagnetic Sensor Blueprint",Megacyte,450
"Structure Electromagnetic Sensor Blueprint",Zydrine,1050
"Structure Electromagnetic Sensor Blueprint",Nocxium,2250
"Structure Electromagnetic Sensor Blueprint",Isogen,12000
"Structure Electromagnetic Sensor Blueprint",Mexallon,105000
"Structure Electromagnetic Sensor Blueprint",Pyerite,300000
"Structure Electromagnetic Sensor Blueprint",Tritanium,1500000
"Structure Acceleration Coils Blueprint","Broadcast Node",5
"Structure Acceleration Coils Blueprint","Sterile Conduits",5
"Structure Acceleration Coils Blueprint","Organic Mortar Applicators",10
"Structure Acceleration Coils Blueprint","Recursive Computing Module",10
"Structure Acceleration Coils Blueprint","Wetware Mainframe",10
"Structure Acceleration Coils Blueprint","Integrity Response Drones",15
"Structure Acceleration Coils Blueprint","Self-Harmonizing Power Core",15
"Structure Acceleration Coils Blueprint",Megacyte,450
"Structure Acceleration Coils Blueprint",Zydrine,1050
"Structure Acceleration Coils Blueprint",Nocxium,2250
"Structure Acceleration Coils Blueprint",Isogen,12000
"Structure Acceleration Coils Blueprint",Mexallon,105000
"Structure Acceleration Coils Blueprint",Pyerite,300000
"Structure Acceleration Coils Blueprint",Tritanium,1500000
"Structure Advertisement Nexus Blueprint","Recursive Computing Module",5
"Structure Advertisement Nexus Blueprint","Self-Harmonizing Power Core",5
"Structure Advertisement Nexus Blueprint","Wetware Mainframe",5
"Structure Advertisement Nexus Blueprint","Broadcast Node",10
"Structure Advertisement Nexus Blueprint","Integrity Response Drones",10
"Structure Advertisement Nexus Blueprint",Megacyte,300
"Structure Advertisement Nexus Blueprint",Zydrine,700
"Structure Advertisement Nexus Blueprint",Nocxium,1500
"Structure Advertisement Nexus Blueprint",Isogen,8000
"Structure Advertisement Nexus Blueprint",Mexallon,70000
"Structure Advertisement Nexus Blueprint",Pyerite,200000
"Structure Advertisement Nexus Blueprint",Tritanium,1000000
"Pharolux Cyno Beacon Blueprint","Structure Hangar Array",1
"Pharolux Cyno Beacon Blueprint","Structure Storage Bay",1
"Pharolux Cyno Beacon Blueprint","Structure Acceleration Coils",1
"Pharolux Cyno Beacon Blueprint","Structure Construction Parts",2
"Pharolux Cyno Beacon Blueprint","Structure Electromagnetic Sensor",2
"Pharolux Cyno Beacon Blueprint","Liquid Ozone",500000
"Ansiblex Jump Gate Blueprint","Structure Storage Bay",1
"Ansiblex Jump Gate Blueprint","Structure Electromagnetic Sensor",1
"Ansiblex Jump Gate Blueprint","Structure Advertisement Nexus",1
"Ansiblex Jump Gate Blueprint","Structure EXERT Conduit Coupler",2
"Ansiblex Jump Gate Blueprint","Structure Acceleration Coils",3
"Ansiblex Jump Gate Blueprint","Structure Construction Parts",4
"Astrahus Blueprint","Structure Construction Parts",1
"Astrahus Blueprint","Structure Hangar Array",1
"Astrahus Blueprint","Structure Storage Bay",1
"Astrahus Blueprint","Structure Repair Facility",1
"Astrahus Blueprint","Structure Docking Bay",1
"Astrahus Blueprint","Structure Medical Center",1
"Astrahus Blueprint","Structure Office Center",1
"Astrahus Blueprint","Structure Market Network",4
"Fortizar Blueprint","Structure Laboratory",4
"Fortizar Blueprint","Structure Factory",4
"Fortizar Blueprint","Structure Reprocessing Plant",4
"Fortizar Blueprint","Structure Advertisement Nexus",4
"Fortizar Blueprint","Structure Construction Parts",10
"Fortizar Blueprint","Structure Hangar Array",10
"Fortizar Blueprint","Structure Storage Bay",10
"Fortizar Blueprint","Structure Repair Facility",10
"Fortizar Blueprint","Structure Docking Bay",10
"Fortizar Blueprint","Structure Medical Center",10
"Fortizar Blueprint","Structure Office Center",10
"Fortizar Blueprint","Structure Market Network",40
"Keepstar Blueprint","Structure Mission Network",8
"Keepstar Blueprint","Structure Electromagnetic Sensor",8
"Keepstar Blueprint","Structure Acceleration Coils",8
"Keepstar Blueprint","Structure Laboratory",80
"Keepstar Blueprint","Structure Factory",80
"Keepstar Blueprint","Structure Reprocessing Plant",80
"Keepstar Blueprint","Structure Advertisement Nexus",80
"Keepstar Blueprint","Structure Construction Parts",200
"Keepstar Blueprint","Structure Hangar Array",200
"Keepstar Blueprint","Structure Storage Bay",200
"Keepstar Blueprint","Structure Repair Facility",200
"Keepstar Blueprint","Structure Docking Bay",200
"Keepstar Blueprint","Structure Medical Center",200
"Keepstar Blueprint","Structure Office Center",200
"Keepstar Blueprint",Janitor,250
"Keepstar Blueprint","Structure Market Network",800
"Keepstar Blueprint",Marines,1000
"Raitaru Blueprint","Structure Construction Parts",1
"Raitaru Blueprint","Structure Hangar Array",1
"Raitaru Blueprint","Structure Storage Bay",1
"Raitaru Blueprint","Structure Laboratory",1
"Raitaru Blueprint","Structure Factory",1
"Raitaru Blueprint","Structure Repair Facility",1
"Raitaru Blueprint","Structure Reprocessing Plant",1
"Raitaru Blueprint","Structure Docking Bay",1
"Raitaru Blueprint","Structure Office Center",1
"Azbel Blueprint","Structure Hangar Array",4
"Azbel Blueprint","Structure Storage Bay",4
"Azbel Blueprint","Structure Repair Facility",4
"Azbel Blueprint","Structure Reprocessing Plant",4
"Azbel Blueprint","Structure Docking Bay",4
"Azbel Blueprint","Structure Market Network",4
"Azbel Blueprint","Structure Medical Center",4
"Azbel Blueprint","Structure Office Center",4
"Azbel Blueprint","Structure Advertisement Nexus",4
"Azbel Blueprint","Structure Construction Parts",6
"Azbel Blueprint","Structure Laboratory",8
"Azbel Blueprint","Structure Factory",8
"Sotiyo Blueprint","Structure Mission Network",1
"Sotiyo Blueprint","Structure Electromagnetic Sensor",1
"Sotiyo Blueprint","Structure Acceleration Coils",1
"Sotiyo Blueprint","Structure Advertisement Nexus",8
"Sotiyo Blueprint","Structure Repair Facility",10
"Sotiyo Blueprint","Structure Reprocessing Plant",10
"Sotiyo Blueprint","Structure Docking Bay",10
"Sotiyo Blueprint","Structure Market Network",10
"Sotiyo Blueprint","Structure Medical Center",10
"Sotiyo Blueprint","Structure Office Center",10
"Sotiyo Blueprint","Structure Hangar Array",40
"Sotiyo Blueprint","Structure Storage Bay",40
"Sotiyo Blueprint","Structure Construction Parts",60
"Sotiyo Blueprint","Structure Laboratory",80
"Sotiyo Blueprint","Structure Factory",80
"Sotiyo Blueprint",Marines,250
"Sotiyo Blueprint",Janitor,500
"Athanor Blueprint","Structure Construction Parts",1
"Athanor Blueprint","Structure Hangar Array",1
"Athanor Blueprint","Structure Storage Bay",1
"Athanor Blueprint","Structure Repair Facility",1
"Athanor Blueprint","Structure Docking Bay",1
"Athanor Blueprint","Structure Electromagnetic Sensor",1
"Athanor Blueprint","Structure Acceleration Coils",1
"Athanor Blueprint","Structure Reprocessing Plant",3
"Tatara Blueprint","Structure Laboratory",2
"Tatara Blueprint","Structure Factory",2
"Tatara Blueprint","Structure Medical Center",2
"Tatara Blueprint","Structure Advertisement Nexus",2
"Tatara Blueprint","Structure Hangar Array",4
"Tatara Blueprint","Structure Repair Facility",4
"Tatara Blueprint","Structure Docking Bay",4
"Tatara Blueprint","Structure Market Network",4
"Tatara Blueprint","Structure Office Center",4
"Tatara Blueprint","Structure Electromagnetic Sensor",6
"Tatara Blueprint","Structure Acceleration Coils",6
"Tatara Blueprint","Structure Construction Parts",8
"Tatara Blueprint","Structure Storage Bay",20
"Tatara Blueprint","Structure Reprocessing Plant",24
"Standup Guided Bomb Launcher I Blueprint",Megacyte,2250
"Standup Guided Bomb Launcher I Blueprint",Zydrine,5250
"Standup Guided Bomb Launcher I Blueprint",Nocxium,11250
"Standup Guided Bomb Launcher I Blueprint",Isogen,60000
