typeName,groupName,maxProductionLimit,basePrice,published,buildTime,outputQuantity,productName,productGroup4Name,productGroup3Name,productGroup2Name,productGroup1Name,productGroup0Name
Heavy J5 Enduring Warp Disruptor Blueprint,Warp Scrambler Blueprint,5,2400000,1,36000,1,Heavy J5 Enduring Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Heavy Faint Scoped Warp Disruptor Blueprint,Warp Scrambler Blueprint,5,2400000,1,36000,1,Heavy Faint Scoped Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Heavy Warp Disruptor II Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Heavy Warp Disruptor II,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Shadow Serpentis Heavy Warp Disruptor Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Shadow Serpentis Heavy Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Domination Heavy Warp Disruptor Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Domination Heavy Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Warp Disruptor I Blueprint,Warp Scrambler Blueprint,100,394240,1,1800,1,Warp Disruptor I,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Warp Disruptor II Blueprint,Warp Scrambler Blueprint,10,9999999,1,4680,1,Warp Disruptor II,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Caldari Navy Warp Disruptor Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Caldari Navy Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Republic Fleet Warp Disruptor Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Republic Fleet Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Interruptive' Warp Disruptor Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Interruptive' Warp Disruptor,Ship Equipment,Electronic Warfare,Warp Disruptors,,
Delineative' Warp Scrambler Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Delineative' Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Caldari Navy Warp Scrambler Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Caldari Navy Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Republic Fleet Warp Scrambler Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Republic Fleet Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Warp Scrambler I Blueprint,Warp Scrambler Blueprint,100,394240,1,1800,1,Warp Scrambler I,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Warp Scrambler II Blueprint,Warp Scrambler Blueprint,10,9999999,1,4680,1,Warp Scrambler II,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Heavy Warp Scrambler I Blueprint,Warp Scrambler Blueprint,5,1200000,1,36000,1,Heavy Warp Scrambler I,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Heavy Initiated Compact Warp Scrambler Blueprint,Warp Scrambler Blueprint,5,2400000,1,36000,1,Heavy Initiated Compact Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Heavy J5b Enduring Warp Scrambler Blueprint,Warp Scrambler Blueprint,5,2400000,1,36000,1,Heavy J5b Enduring Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Heavy Faint Epsilon Scoped Warp Scrambler Blueprint,Warp Scrambler Blueprint,5,2400000,1,36000,1,Heavy Faint Epsilon Scoped Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Heavy Warp Scrambler II Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Heavy Warp Scrambler II,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Shadow Serpentis Heavy Warp Scrambler Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Shadow Serpentis Heavy Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Domination Heavy Warp Scrambler Blueprint,Warp Scrambler Blueprint,5,394240,1,36000,1,Domination Heavy Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Khanid Navy Warp Scrambler Blueprint,Warp Scrambler Blueprint,100,NULL,1,1800,1,Khanid Navy Warp Scrambler,Ship Equipment,Electronic Warfare,Warp Scramblers,,
Guidance Disruptor I Blueprint,Weapon Disruptor Blueprint,100,298240,1,1800,1,Guidance Disruptor I,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Guidance Disruptor II Blueprint,Weapon Disruptor Blueprint,10,NULL,1,4680,1,Guidance Disruptor II,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Tracking Disruptor I Blueprint,Weapon Disruptor Blueprint,100,298240,1,1800,1,Tracking Disruptor I,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Tracking Disruptor II Blueprint,Weapon Disruptor Blueprint,10,10000000000,1,4680,1,Tracking Disruptor II,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Distributor' Guidance Disruptor Blueprint,Weapon Disruptor Blueprint,100,NULL,1,1800,1,Distributor' Guidance Disruptor,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Investor' Tracking Disruptor I Blueprint,Weapon Disruptor Blueprint,100,NULL,1,1800,1,Investor' Tracking Disruptor I,Ship Equipment,Electronic Warfare,Weapon Disruptors,,
Auto Targeting System I Blueprint,Automated Targeting System Blueprint,60,29440,1,2700,1,Auto Targeting System I,Ship Equipment,Electronics and Sensor Upgrades,Automated Targeting Systems,,
Auto Targeting System II Blueprint,Automated Targeting System Blueprint,10,9999999,1,7020,1,Auto Targeting System II,Ship Equipment,Electronics and Sensor Upgrades,Automated Targeting Systems,,
Prototype 'Poncho' Cloaking Device I Blueprint,Cloaking Device Blueprint,40,NULL,1,4500,1,Prototype 'Poncho' Cloaking Device I,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Smokescreen' Covert Ops Cloaking Device II Blueprint,Cloaking Device Blueprint,10,NULL,1,4500,1,Smokescreen' Covert Ops Cloaking Device II,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Improved 'Guise' Cloaking Device II Blueprint,Cloaking Device Blueprint,10,NULL,1,3600,1,Improved 'Guise' Cloaking Device II,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Improved Cloaking Device II Blueprint,Cloaking Device Blueprint,10,10000000000,1,9360,1,Improved Cloaking Device II,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Covert Ops Cloaking Device II Blueprint,Cloaking Device Blueprint,10,10000000000,1,11700,1,Covert Ops Cloaking Device II,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Prototype Cloaking Device I Blueprint,Cloaking Device Blueprint,40,100000000,1,4500,1,Prototype Cloaking Device I,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Caldari Navy Cloaking Device Blueprint,Cloaking Device Blueprint,40,NULL,1,4500,1,Caldari Navy Cloaking Device,Ship Equipment,Electronics and Sensor Upgrades,Cloaking Devices,,
Co-Processor I Blueprint,Co-Processor Blueprint,200,149960,1,900,1,Co-Processor I,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Co-Processor II Blueprint,Co-Processor Blueprint,10,10000000000,1,2340,1,Co-Processor II,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Caldari Navy Co-Processor Blueprint,Co-Processor Blueprint,200,NULL,1,900,1,Caldari Navy Co-Processor,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Federation Navy Co-Processor Blueprint,Co-Processor Blueprint,200,NULL,1,900,1,Federation Navy Co-Processor,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Dyad' Co-Processor I Blueprint,Co-Processor Blueprint,200,NULL,1,900,1,Dyad' Co-Processor I,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Deuce' Co-Processor I Blueprint,Co-Processor Blueprint,200,NULL,1,900,1,Deuce' Co-Processor I,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Khanid Navy Co-Processor Blueprint,Co-Processor Blueprint,200,NULL,1,900,1,Khanid Navy Co-Processor,Ship Equipment,Electronics and Sensor Upgrades,CPU Upgrades,,
Passive Targeter I Blueprint,Passive Targeting System Blueprint,100,250000,1,1800,1,Passive Targeter I,Ship Equipment,Electronics and Sensor Upgrades,Passive Targeting Systems,,
Passive Targeter II Blueprint,Passive Targeting System Blueprint,10,9999999,1,4680,1,Passive Targeter II,Ship Equipment,Electronics and Sensor Upgrades,Passive Targeting Systems,,
Bootleg' Remote Sensor Booster Blueprint,Sensor Booster Blueprint,100,NULL,1,1800,1,Bootleg' Remote Sensor Booster,Ship Equipment,Electronics and Sensor Upgrades,Remote Sensor Boosters,,
Remote Sensor Booster I Blueprint,Sensor Booster Blueprint,100,399680,1,1800,1,Remote Sensor Booster I,Ship Equipment,Electronics and Sensor Upgrades,Remote Sensor Boosters,,
Remote Sensor Booster II Blueprint,Sensor Booster Blueprint,10,NULL,1,4680,1,Remote Sensor Booster II,Ship Equipment,Electronics and Sensor Upgrades,Remote Sensor Boosters,,
Sensor Booster I Blueprint,Sensor Booster Blueprint,100,98700,1,1800,1,Sensor Booster I,Ship Equipment,Electronics and Sensor Upgrades,Sensor Boosters,,
Sensor Booster II Blueprint,Sensor Booster Blueprint,10,10000000000,1,4680,1,Sensor Booster II,Ship Equipment,Electronics and Sensor Upgrades,Sensor Boosters,,
Shady' Sensor Booster Blueprint,Sensor Booster Blueprint,100,NULL,1,1800,1,Shady' Sensor Booster,Ship Equipment,Electronics and Sensor Upgrades,Sensor Boosters,,
Federation Navy Sensor Booster Blueprint,Sensor Booster Blueprint,100,NULL,1,1800,1,Federation Navy Sensor Booster,Ship Equipment,Electronics and Sensor Upgrades,Sensor Boosters,,
Networked Sensor Array Blueprint,Sensor Booster Blueprint,5,60000000,1,54000,1,Networked Sensor Array,Ship Equipment,Electronics and Sensor Upgrades,Sensor Boosters,,
Firewall' Signal Amplifier Blueprint,Signal Amplifier Blueprint,200,NULL,1,900,1,Firewall' Signal Amplifier,Ship Equipment,Electronics and Sensor Upgrades,Signal Amplifiers,,
Signal Amplifier I Blueprint,Signal Amplifier Blueprint,200,118400,1,900,1,Signal Amplifier I,Ship Equipment,Electronics and Sensor Upgrades,Signal Amplifiers,,
Signal Amplifier II Blueprint,Signal Amplifier Blueprint,10,10000000000,1,2340,1,Signal Amplifier II,Ship Equipment,Electronics and Sensor Upgrades,Signal Amplifiers,,
Small Tractor Beam II Blueprint,Tractor Beam Blueprint,10,90000,1,2340,1,Small Tractor Beam II,Ship Equipment,Electronics and Sensor Upgrades,Tractor Beams,,
Capital Tractor Beam II Blueprint,Tractor Beam Blueprint,10,400000000,1,93600,1,Capital Tractor Beam II,Ship Equipment,Electronics and Sensor Upgrades,Tractor Beams,,
Small Tractor Beam I Blueprint,Tractor Beam Blueprint,200,90000,1,900,1,Small Tractor Beam I,Ship Equipment,Electronics and Sensor Upgrades,Tractor Beams,,
Capital Tractor Beam I Blueprint,Tractor Beam Blueprint,5,400000000,1,36000,1,Capital Tractor Beam I,Ship Equipment,Electronics and Sensor Upgrades,Tractor Beams,,
Micro Auxiliary Power Core I Blueprint,Auxiliary Power Core Blueprint,200,1500000,1,900,1,Micro Auxiliary Power Core I,Ship Equipment,Engineering Equipment,Auxiliary Power Controls,,
Micro Auxiliary Power Core II Blueprint,Auxiliary Power Core Blueprint,10,1500000,1,2340,1,Micro Auxiliary Power Core II,Ship Equipment,Engineering Equipment,Auxiliary Power Controls,,
Capital Cap Battery I Blueprint,Capacitor Battery Blueprint,10,24000000,1,36000,1,Capital Cap Battery I,Ship Equipment,Engineering Equipment,Capacitor Batteries,Capital,
Capital Compact Pb-Acid Cap Battery Blueprint,Capacitor Battery Blueprint,10,48000000,1,36000,1,Capital Compact Pb-Acid Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Capital,
Capital Cap Battery II Blueprint,Capacitor Battery Blueprint,5,NULL,1,36000,1,Capital Cap Battery II,Ship Equipment,Engineering Equipment,Capacitor Batteries,Capital,
Domination Capital Cap Battery Blueprint,Capacitor Battery Blueprint,5,NULL,1,36000,1,Domination Capital Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Capital,
Dark Blood Capital Cap Battery Blueprint,Capacitor Battery Blueprint,5,NULL,1,36000,1,Dark Blood Capital Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Capital,
Thurifer' Large Cap Battery Blueprint,Capacitor Battery Blueprint,100,NULL,1,1800,1,Thurifer' Large Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Large,
Large Cap Battery II Blueprint,Capacitor Battery Blueprint,10,10000000000,1,4680,1,Large Cap Battery II,Ship Equipment,Engineering Equipment,Capacitor Batteries,Large,
Large Cap Battery I Blueprint,Capacitor Battery Blueprint,100,624500,1,1800,1,Large Cap Battery I,Ship Equipment,Engineering Equipment,Capacitor Batteries,Large,
Medium Cap Battery I Blueprint,Capacitor Battery Blueprint,100,250000,1,1800,1,Medium Cap Battery I,Ship Equipment,Engineering Equipment,Capacitor Batteries,Medium,
Medium Cap Battery II Blueprint,Capacitor Battery Blueprint,10,10000000000,1,4680,1,Medium Cap Battery II,Ship Equipment,Engineering Equipment,Capacitor Batteries,Medium,
Censer' Medium Cap Battery Blueprint,Capacitor Battery Blueprint,100,NULL,1,1800,1,Censer' Medium Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Medium,
Crucible' Small Cap Battery Blueprint,Capacitor Battery Blueprint,200,NULL,1,900,1,Crucible' Small Cap Battery,Ship Equipment,Engineering Equipment,Capacitor Batteries,Small,
Small Cap Battery II Blueprint,Capacitor Battery Blueprint,10,10000000000,1,2340,1,Small Cap Battery II,Ship Equipment,Engineering Equipment,Capacitor Batteries,Small,
Small Cap Battery I Blueprint,Capacitor Battery Blueprint,200,100000,1,900,1,Small Cap Battery I,Ship Equipment,Engineering Equipment,Capacitor Batteries,Small,
Capital Capacitor Booster I Blueprint,Capacitor Booster Blueprint,5,12000000,1,36000,1,Capital Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Capital,
Capital F-RX Compact Capacitor Booster Blueprint,Capacitor Booster Blueprint,5,24000000,1,36000,1,Capital F-RX Compact Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Capital,
Capital Capacitor Booster II Blueprint,Capacitor Booster Blueprint,5,NULL,1,36000,1,Capital Capacitor Booster II,Ship Equipment,Engineering Equipment,Capacitor Boosters,Capital,
Dark Blood Capital Capacitor Booster Blueprint,Capacitor Booster Blueprint,5,NULL,1,36000,1,Dark Blood Capital Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Capital,
True Sansha Capital Capacitor Booster Blueprint,Capacitor Booster Blueprint,5,NULL,1,36000,1,True Sansha Capital Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Capital,
Heavy 'Brave' Capacitor Booster Blueprint,Capacitor Booster Blueprint,60,NULL,1,2700,1,Heavy 'Brave' Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Ammatar Navy Heavy Capacitor Booster Blueprint,Capacitor Booster Blueprint,60,NULL,1,2700,1,Ammatar Navy Heavy Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Imperial Navy Heavy Capacitor Booster Blueprint,Capacitor Booster Blueprint,60,NULL,1,2700,1,Imperial Navy Heavy Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Heavy Capacitor Booster I Blueprint,Capacitor Booster Blueprint,60,702580,1,2700,1,Heavy Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Heavy Capacitor Booster II Blueprint,Capacitor Booster Blueprint,10,10000000000,1,7020,1,Heavy Capacitor Booster II,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Plough' Heavy Capacitor Booster I Blueprint,Capacitor Booster Blueprint,60,NULL,1,2700,1,Plough' Heavy Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Heavy,
Harness' Medium Capacitor Booster I Blueprint,Capacitor Booster Blueprint,100,NULL,1,1800,1,Harness' Medium Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Medium 'Gattotte' Capacitor Booster Blueprint,Capacitor Booster Blueprint,100,NULL,1,1800,1,Medium 'Gattotte' Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Medium Capacitor Booster I Blueprint,Capacitor Booster Blueprint,100,281240,1,1800,1,Medium Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Medium Capacitor Booster II Blueprint,Capacitor Booster Blueprint,10,10000000000,1,4680,1,Medium Capacitor Booster II,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Ammatar Navy Medium Capacitor Booster Blueprint,Capacitor Booster Blueprint,100,NULL,1,1800,1,Ammatar Navy Medium Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Imperial Navy Medium Capacitor Booster Blueprint,Capacitor Booster Blueprint,100,NULL,1,1800,1,Imperial Navy Medium Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Medium,
Ammatar Navy Small Capacitor Booster Blueprint,Capacitor Booster Blueprint,200,NULL,1,900,1,Ammatar Navy Small Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Imperial Navy Small Capacitor Booster Blueprint,Capacitor Booster Blueprint,200,NULL,1,900,1,Imperial Navy Small Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Small 'Siesta' Capacitor Booster Blueprint,Capacitor Booster Blueprint,200,NULL,1,900,1,Small 'Siesta' Capacitor Booster,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Saddle' Small Capacitor Booster I Blueprint,Capacitor Booster Blueprint,200,NULL,1,900,1,Saddle' Small Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Small Capacitor Booster I Blueprint,Capacitor Booster Blueprint,200,112500,1,900,1,Small Capacitor Booster I,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Small Capacitor Booster II Blueprint,Capacitor Booster Blueprint,10,10000000000,1,2340,1,Small Capacitor Booster II,Ship Equipment,Engineering Equipment,Capacitor Boosters,Small,
Page' Capacitor Flux Coil I Blueprint,Power Manager Blueprint,200,NULL,1,900,1,Page' Capacitor Flux Coil I,Ship Equipment,Engineering Equipment,Capacitor Flux Coils,,
Capacitor Flux Coil I Blueprint,Power Manager Blueprint,200,41600,1,900,1,Capacitor Flux Coil I,Ship Equipment,Engineering Equipment,Capacitor Flux Coils,,
Capacitor Flux Coil II Blueprint,Power Manager Blueprint,10,9999999,1,2340,1,Capacitor Flux Coil II,Ship Equipment,Engineering Equipment,Capacitor Flux Coils,,
Capacitor Power Relay I Blueprint,Power Manager Blueprint,200,97440,1,900,1,Capacitor Power Relay I,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Capacitor Power Relay II Blueprint,Power Manager Blueprint,10,9999999,1,2340,1,Capacitor Power Relay II,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Motte' Capacitor Power Relay I Blueprint,Power Manager Blueprint,200,NULL,1,900,1,Motte' Capacitor Power Relay I,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Ammatar Navy Capacitor Power Relay Blueprint,Power Manager Blueprint,200,NULL,1,900,1,Ammatar Navy Capacitor Power Relay,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Imperial Navy Capacitor Power Relay Blueprint,Power Manager Blueprint,200,NULL,1,900,1,Imperial Navy Capacitor Power Relay,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Khanid Navy Capacitor Power Relay Blueprint,Power Manager Blueprint,200,NULL,1,900,1,Khanid Navy Capacitor Power Relay,Ship Equipment,Engineering Equipment,Capacitor Power Relays,,
Khanid Navy Cap Recharger Blueprint,Capacitor Recharger Blueprint,100,NULL,1,1800,1,Khanid Navy Cap Recharger,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Ammatar Navy Cap Recharger Blueprint,Capacitor Recharger Blueprint,100,NULL,1,1800,1,Ammatar Navy Cap Recharger,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Imperial Navy Cap Recharger Blueprint,Capacitor Recharger Blueprint,100,NULL,1,1800,1,Imperial Navy Cap Recharger,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Cap Recharger II Blueprint,Capacitor Recharger Blueprint,10,10000000000,1,4680,1,Cap Recharger II,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Cap Recharger I Blueprint,Capacitor Recharger Blueprint,100,237500,1,1800,1,Cap Recharger I,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Palisade' Cap Recharger I Blueprint,Capacitor Recharger Blueprint,100,NULL,1,1800,1,Palisade' Cap Recharger I,Ship Equipment,Engineering Equipment,Capacitor Rechargers,,
Capital Energy Neutralizer I Blueprint,Energy Neutralizer Blueprint,5,18000000,1,36000,1,Capital Energy Neutralizer I,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
Capital Gremlin Compact Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,5,36000000,1,36000,1,Capital Gremlin Compact Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
Capital Infectious Scoped Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,5,36000000,1,36000,1,Capital Infectious Scoped Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
Capital Energy Neutralizer II Blueprint,Energy Neutralizer Blueprint,5,40000000,1,36000,1,Capital Energy Neutralizer II,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
True Sansha Capital Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,5,80000000,1,36000,1,True Sansha Capital Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
Dark Blood Capital Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,5,80000000,1,36000,1,Dark Blood Capital Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Capital,
Ammatar Navy Heavy Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,60,NULL,1,2700,1,Ammatar Navy Heavy Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Heavy,
Imperial Navy Heavy Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,60,NULL,1,2700,1,Imperial Navy Heavy Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Heavy,
Heavy Energy Neutralizer I Blueprint,Energy Neutralizer Blueprint,60,4996740,1,2700,1,Heavy Energy Neutralizer I,Ship Equipment,Engineering Equipment,Energy Neutralizers,Heavy,
Heavy Energy Neutralizer II Blueprint,Energy Neutralizer Blueprint,10,10000000000,1,7020,1,Heavy Energy Neutralizer II,Ship Equipment,Engineering Equipment,Energy Neutralizers,Heavy,
Heavy 'Moat' Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,60,NULL,1,2700,1,Heavy 'Moat' Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Heavy,
Medium 'Ditch' Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,100,NULL,1,1800,1,Medium 'Ditch' Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Medium,
Ammatar Navy Medium Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,100,NULL,1,1800,1,Ammatar Navy Medium Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Medium,
Imperial Navy Medium Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,100,NULL,1,1800,1,Imperial Navy Medium Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Medium,
Medium Energy Neutralizer I Blueprint,Energy Neutralizer Blueprint,100,998400,1,1800,1,Medium Energy Neutralizer I,Ship Equipment,Engineering Equipment,Energy Neutralizers,Medium,
Medium Energy Neutralizer II Blueprint,Energy Neutralizer Blueprint,10,10000000000,1,4680,1,Medium Energy Neutralizer II,Ship Equipment,Engineering Equipment,Energy Neutralizers,Medium,
Small Energy Neutralizer II Blueprint,Energy Neutralizer Blueprint,10,10000000000,1,2340,1,Small Energy Neutralizer II,Ship Equipment,Engineering Equipment,Energy Neutralizers,Small,
Small 'Caltrop' Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,200,NULL,1,900,1,Small 'Caltrop' Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Small,
Ammatar Navy Small Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,200,NULL,1,900,1,Ammatar Navy Small Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Small,
Imperial Navy Small Energy Neutralizer Blueprint,Energy Neutralizer Blueprint,200,NULL,1,900,1,Imperial Navy Small Energy Neutralizer,Ship Equipment,Engineering Equipment,Energy Neutralizers,Small,
Small Energy Neutralizer I Blueprint,Energy Neutralizer Blueprint,200,199680,1,900,1,Small Energy Neutralizer I,Ship Equipment,Engineering Equipment,Energy Neutralizers,Small,
Capital Energy Nosferatu I Blueprint,Energy Nosferatu Blueprint,5,29000000,1,36000,1,Capital Energy Nosferatu I,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
Capital Ghoul Compact Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,5,58000000,1,36000,1,Capital Ghoul Compact Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
Capital Knave Scoped Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,5,58000000,1,36000,1,Capital Knave Scoped Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
Capital Energy Nosferatu II Blueprint,Energy Nosferatu Blueprint,5,40000000,1,36000,1,Capital Energy Nosferatu II,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
True Sansha Capital Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,5,80000000,1,36000,1,True Sansha Capital Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
Dark Blood Capital Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,5,80000000,1,36000,1,Dark Blood Capital Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Capital,
Heavy Energy Nosferatu I Blueprint,Energy Nosferatu Blueprint,60,9876000,1,2700,1,Heavy Energy Nosferatu I,Ship Equipment,Engineering Equipment,Energy Nosferatu,Heavy,
Heavy Energy Nosferatu II Blueprint,Energy Nosferatu Blueprint,10,9999999,1,7020,1,Heavy Energy Nosferatu II,Ship Equipment,Engineering Equipment,Energy Nosferatu,Heavy,
Ammatar Navy Heavy Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,60,NULL,1,2700,1,Ammatar Navy Heavy Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Heavy,
Imperial Navy Heavy Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,60,NULL,1,2700,1,Imperial Navy Heavy Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Heavy,
Heavy 'Vrykolakas' Energy Nosferatu Blueprint,Energy Nosferatu Blueprint,60,NULL,1,2700,1,Heavy 'Vrykolakas' Energy Nosferatu,Ship Equipment,Engineering Equipment,Energy Nosferatu,Heavy,
